customer_id,campaign_id,acquisition_date,first_purchase_amount,lifetime_value,source,device,age_group,gender
37346,77,2025-09-03,994224.77,3827506.48,Referral,Desktop,25-34,F
37347,391,2025-08-01,453308.93,928666.59,Facebook,mobile,45-54,Female
37348,275,2024-12-14,1761370.27,8760867.39,Referral,Tablet,35-44,m
37349,377,2025-07-01,468147.81,862655.66,Email,Mobile,55+,Female
37350,322,2024-09-25,143033.68,704141.38,Organic,desktop,18-24,
37351,388,2024-09-05,1991667.76,4635784.77,Facebook,mobile,55+,
37352,233,2024-07-09,808030.08,1792548.42,Organic,mobile,18-24,Male
37353,357,2024-05-27,1429619.92,3003401.18,Email,mobile,55+,
37354,206,2024-12-02,1345922.3,1842043.46,Direct,Mobile,35-44,Male
37355,323,2024-01-05,348707.99,1191266.03,Direct,mobile,45-54,m
37356,179,2024-04-27,133257.93,276294.67,Google,Tablet,35-44,Male
37357,441,2024-04-10,1522379.21,5222559.59,Instagram,Tablet,45-54,
37358,380,2024-06-12,1132421.02,2715299.02,Referral,desktop,55+,F
37359,417,2024-11-14,1625649.8,4837645.24,Email,mobile,55+,F
37360,27,2025-07-13,895902.25,1933033.05,Instagram,desktop,25-34,Male
37361,79,2024-03-01,564624.87,1844704.42,Google,Mobile,45-54,
37362,105,2025-05-09,75819.65,191385.14,Organic,desktop,25-34,f
37363,415,2025-05-05,738400.52,2872451.6,Email,Mobile,25-34,Female
37364,198,2023-12-27,519072.06,1042116.79,Google,Desktop,18-24,Female
37365,219,2023-11-18,1439724.64,4602354.63,Organic,Tablet,35-44,f
37366,471,2024-10-14,1503563.1,5613821.04,Facebook,desktop,45-54,
37367,301,2024-01-28,463536.07,1395790.0,Instagram,Desktop,35-44,m
37368,493,2023-12-19,976864.61,1231907.11,Referral,Mobile,45-54,M
37369,478,2024-06-05,83024.5,83062.34,Google,Tablet,18-24,Male
37370,256,2024-09-14,551247.39,1807046.94,Direct,mobile,55+,Female
37371,281,2025-06-25,1557372.5,4731616.69,Organic,mobile,18-24,m
37372,422,2025-02-01,434677.26,505891.13,Direct,Desktop,18-24,M
37373,233,2024-04-21,1609741.13,4168434.74,Instagram,Mobile,45-54,Female
37374,446,2025-06-11,505524.08,656877.05,Email,Desktop,55+,F
37375,13,2024-11-08,737445.04,1502652.82,Google,Mobile,18-24,F
37376,282,2024-09-23,1713188.17,2760288.81,Facebook,Tablet,55+,Female
37377,456,2024-06-17,1373076.67,1501445.41,Referral,Tablet,45-54,M
37378,225,2024-12-16,769962.36,1982272.47,Email,Desktop,55+,Male
37379,56,2025-03-04,1182046.44,3234884.66,Instagram,Mobile,25-34,Male
37380,419,2023-12-26,139563.97,552605.88,Direct,Tablet,35-44,F
37381,63,2024-03-02,1149068.21,3296140.67,Organic,Mobile,35-44,m
37382,150,2024-03-21,972808.36,3635757.48,Referral,desktop,25-34,Male
37383,205,2025-09-11,858634.83,2025534.86,Facebook,desktop,18-24,Female
37384,406,2023-12-16,860123.54,2144828.47,Organic,Desktop,55+,Male
37385,408,2025-09-03,1664847.32,6343011.41,Email,mobile,45-54,
37386,3,2025-08-28,401290.83,966216.09,Facebook,Mobile,18-24,Male
37387,196,2025-06-30,1273606.02,1955946.04,Instagram,Mobile,35-44,Male
37388,120,2024-05-28,966890.15,1224255.56,Referral,Mobile,18-24,Female
37389,185,2025-10-08,665780.14,1986883.4,Direct,Mobile,45-54,Female
37390,309,2024-03-23,1534175.66,2051287.23,Direct,mobile,35-44,Male
37391,453,2024-06-24,310641.36,440331.06,Facebook,Tablet,18-24,M
37392,134,2024-08-22,1829203.26,2659166.05,Email,Tablet,45-54,M
37393,339,2025-10-14,754348.46,834889.0,Referral,Mobile,25-34,
37394,175,2025-08-07,1082822.39,3886184.9,Referral,Desktop,35-44,m
37395,446,2025-08-12,1265558.48,2241593.23,Direct,Tablet,45-54,m
37396,29,2025-04-05,62842.37,106565.88,Direct,Mobile,18-24,f
37397,230,2024-05-29,1657811.69,2884639.4,Facebook,mobile,45-54,Male
37398,167,2024-03-03,1633746.75,1693654.87,Email,Mobile,35-44,Female
37399,34,2024-04-30,229453.08,739606.73,Referral,mobile,55+,
37400,378,2024-08-24,251511.79,287018.66,Referral,Desktop,18-24,f
37401,146,2024-03-24,1809896.76,3252099.6,Referral,Tablet,55+,m
37402,137,2023-12-21,823013.52,3299338.91,Facebook,Mobile,25-34,Male
37403,64,2025-10-22,166204.98,557526.52,Facebook,desktop,35-44,m
37404,217,2024-05-08,942858.87,4392884.5,Referral,Tablet,25-34,F
37405,230,2025-02-04,1504105.65,2768396.5,Facebook,Mobile,18-24,
37406,478,2024-10-02,1253224.83,6016338.87,Direct,mobile,55+,f
37407,173,2024-02-14,1468370.59,4396840.51,Organic,Tablet,55+,Female
37408,4,2025-09-28,186011.82,725211.9,Organic,mobile,25-34,
37409,237,2024-12-28,1805395.63,5326660.08,Instagram,desktop,25-34,Male
37410,460,2024-04-06,473345.0,1088292.02,Organic,mobile,45-54,Male
37411,233,2024-05-20,1755085.95,8366747.95,Organic,mobile,45-54,f
37412,324,2025-10-08,1349252.76,6079093.01,Email,Tablet,18-24,F
37413,414,2025-03-23,462997.04,1655574.28,Direct,Desktop,35-44,M
37414,345,2025-03-26,1484715.38,3818357.15,Facebook,mobile,45-54,
37415,231,2024-04-15,1295713.6,1838359.54,Referral,Mobile,35-44,m
37416,204,2024-09-04,813702.17,1804582.63,Direct,Mobile,35-44,Female
37417,192,2025-03-14,1297408.3,4706855.01,Direct,desktop,45-54,
37418,374,2025-10-10,1792304.99,2577713.99,Google,Tablet,25-34,Female
37419,92,2024-07-01,1472645.88,5578675.77,Direct,mobile,55+,Male
37420,188,2024-02-10,1958700.54,3771541.16,Facebook,Desktop,35-44,
37421,289,2024-02-29,1095305.13,2378317.6,Instagram,Desktop,55+,Female
37422,32,2025-09-08,1583740.89,5247462.24,Referral,Desktop,35-44,
37423,37,2024-02-21,747983.09,2197652.19,Referral,Desktop,25-34,F
37424,308,2024-10-19,1341858.5,3942375.73,Organic,Tablet,55+,Female
37425,381,2025-07-09,1373007.8,4764038.97,Referral,Mobile,45-54,Female
37426,290,2024-09-15,596365.32,2244997.08,Direct,Tablet,25-34,m
37427,410,2024-12-03,836177.12,1914282.08,Email,Mobile,35-44,Female
37428,451,2024-05-10,1239323.87,5148726.39,Referral,Mobile,45-54,M
37429,342,2024-03-03,936826.96,4283338.74,Google,Mobile,55+,Female
37430,312,2024-03-16,522063.22,2015231.61,Instagram,Mobile,45-54,Female
37431,163,2025-08-15,1808664.55,2788780.18,Referral,Tablet,35-44,
37432,243,2023-11-26,808934.39,2171337.94,Direct,Desktop,18-24,Male
37433,253,2025-07-24,1416379.21,2616649.19,Referral,desktop,18-24,f
37434,442,2024-11-12,1049264.13,1641431.28,Direct,desktop,55+,F
37435,176,2025-03-18,315640.2,1164276.92,Referral,Mobile,45-54,m
37436,98,2023-11-18,1221851.83,1707772.44,Direct,desktop,45-54,m
37437,361,2025-02-16,1997816.65,2262837.03,Organic,mobile,35-44,F
37438,323,2025-08-02,700661.32,3489914.33,Instagram,Tablet,35-44,F
37439,348,2025-02-17,86915.29,370921.29,Email,Tablet,45-54,m
37440,289,2024-01-25,656497.42,2928252.5,Google,Tablet,45-54,
37441,298,2025-11-10,943404.7,1583189.27,Email,mobile,45-54,F
37442,10,2025-06-18,246985.1,455991.57,Facebook,Mobile,35-44,
37443,485,2024-01-22,1030709.35,3685441.3,Direct,desktop,25-34,f
37444,127,2024-08-15,1558826.13,7169419.27,Google,Tablet,18-24,M
37445,212,2024-11-19,613199.53,1880318.67,Organic,Desktop,18-24,f
37446,410,2025-03-11,1872699.34,6443687.58,Email,mobile,55+,Female
37447,104,2024-05-04,1874063.35,7940186.69,Direct,Desktop,18-24,Male
37448,207,2024-05-17,718137.54,2991422.45,Referral,Mobile,25-34,Male
37449,430,2024-08-24,151264.12,509147.49,Instagram,mobile,25-34,f
37450,298,2025-01-04,1882913.22,5777398.59,Referral,desktop,45-54,f
37451,8,2023-11-28,1790425.19,5698090.91,Google,mobile,55+,m
37452,98,2024-08-28,1515971.77,1613582.29,Instagram,Tablet,18-24,Female
37453,20,2025-11-07,941826.06,3280922.56,Referral,desktop,35-44,Female
37454,197,2025-03-29,78627.83,387859.75,Facebook,Desktop,25-34,F
37455,289,2024-08-26,1658470.86,4614428.12,Organic,Desktop,25-34,f
37456,390,2024-08-18,1833887.44,2790346.92,Google,Tablet,35-44,M
37457,496,2023-12-28,1900281.55,6175963.77,Google,Desktop,35-44,Male
37458,119,2024-12-03,170957.52,171285.52,Referral,Mobile,18-24,Female
37459,361,2024-06-14,683480.4,772450.97,Organic,mobile,45-54,f
37460,294,2025-05-20,265279.19,1289907.49,Email,Tablet,45-54,M
37461,89,2024-03-09,1051780.58,4853567.17,Email,mobile,35-44,Male
37462,451,2024-10-13,698937.89,2267462.97,Google,mobile,55+,Female
37463,170,2024-02-01,1062151.98,2585895.32,Organic,desktop,45-54,M
37464,489,2024-12-26,491611.21,1747965.68,Referral,mobile,18-24,
37465,289,2025-10-09,237190.25,797488.88,Email,Tablet,18-24,f
37466,231,2025-05-23,710364.8,3156506.76,Instagram,desktop,55+,M
37467,72,2024-05-13,1640756.11,4356579.12,Organic,desktop,35-44,M
37468,398,2025-09-29,1828440.63,7665400.61,Email,Desktop,25-34,f
37469,233,2025-01-13,1337092.08,5980546.51,Facebook,mobile,35-44,
37470,333,2025-04-20,1239157.9,5534830.01,Direct,desktop,55+,
37471,155,2025-10-07,837194.28,2919296.98,Direct,desktop,45-54,Male
37472,378,2024-01-01,587365.17,1896282.22,Direct,Tablet,45-54,F
37473,376,2024-03-05,615115.87,898580.94,Instagram,Tablet,25-34,Male
37474,460,2024-03-14,1996074.4,4434212.84,Google,mobile,35-44,Female
37475,270,2024-07-03,308798.07,511384.11,Instagram,desktop,18-24,f
37476,354,2025-08-04,868330.44,1897491.02,Email,Tablet,35-44,Male
37477,102,2024-11-09,532385.75,2216800.22,Instagram,Tablet,35-44,M
37478,109,2024-05-14,88099.7,116873.64,Instagram,desktop,45-54,f
37479,221,2024-01-07,1536155.76,4036484.37,Email,Tablet,55+,f
37480,96,2024-05-15,1209203.33,3270010.25,Email,Desktop,18-24,Female
37481,286,2024-11-14,753379.29,771381.3,Google,Desktop,18-24,f
37482,354,2023-12-12,996161.52,3878128.09,Google,Desktop,25-34,f
37483,462,2025-01-22,1107023.24,2680716.16,Referral,Tablet,55+,Male
37484,240,2025-06-13,1873986.84,2325729.28,Direct,mobile,35-44,M
37485,404,2025-01-01,1191957.32,3260544.96,Facebook,Mobile,18-24,f
37486,374,2024-04-29,111980.72,485511.55,Email,mobile,45-54,F
37487,370,2024-12-02,446081.61,824019.23,Direct,mobile,25-34,
37488,192,2023-12-06,1608656.58,5323315.85,Referral,mobile,45-54,Male
37489,167,2024-06-18,1326355.82,2351534.41,Referral,Tablet,35-44,F
37490,474,2024-11-08,1373644.69,3198900.13,Instagram,Desktop,18-24,F
37491,446,2025-04-30,701732.21,1058838.17,Organic,mobile,45-54,M
37492,484,2025-01-31,1190322.89,4951752.92,Google,desktop,25-34,Female
37493,133,2025-10-15,1402413.72,2333720.51,Facebook,Desktop,55+,
37494,339,2024-05-17,959340.52,3597511.42,Organic,Desktop,18-24,Female
37495,123,2023-12-25,1263378.45,6144707.84,Instagram,Desktop,25-34,F
37496,64,2025-10-18,507618.07,1753824.64,Direct,Tablet,18-24,f
37497,200,2024-05-15,945525.76,1348122.28,Facebook,mobile,55+,m
37498,195,2025-07-22,1547473.3,5428625.05,Instagram,mobile,25-34,m
37499,411,2024-10-28,1379475.45,2961837.31,Google,Tablet,25-34,m
37500,423,2024-03-05,421696.86,704848.81,Email,mobile,45-54,
37501,440,2025-05-05,295110.43,850400.63,Google,Mobile,35-44,Female
37502,42,2025-07-03,1169484.02,,Email,Mobile,18-24,
37503,448,2025-09-11,1556001.98,6479511.22,Referral,Tablet,25-34,M
37504,401,2024-03-05,84033.49,199116.26,Google,Tablet,45-54,m
37505,437,2024-07-20,959130.38,2440760.58,Organic,desktop,35-44,Female
37506,169,2024-09-07,979043.78,4387022.52,Facebook,Mobile,18-24,f
37507,438,2025-07-31,1258868.43,6014089.16,Direct,Desktop,18-24,m
37508,77,2024-10-05,269441.06,1298607.31,Organic,mobile,25-34,Female
37509,434,2024-08-05,705309.1,918124.69,Referral,Mobile,55+,F
37510,133,2024-07-04,629237.39,1995784.32,Direct,Desktop,18-24,F
37511,269,2025-07-29,1148369.28,2274169.01,Facebook,Mobile,45-54,F
37512,131,2024-05-23,1324808.77,5182538.67,Facebook,Mobile,45-54,M
37513,140,2024-05-20,823613.92,3218960.95,Email,Desktop,18-24,f
37514,443,2025-09-29,474172.07,936124.8,Instagram,Tablet,25-34,Male
37515,191,2025-09-23,521028.7,1990444.56,Referral,Tablet,18-24,Male
37516,179,2024-05-07,1005106.32,3641878.07,Email,mobile,55+,
37517,247,2024-04-28,243376.8,314894.92,Organic,Desktop,25-34,Male
37518,266,2025-01-03,1580417.94,3862651.7,Google,Tablet,35-44,Female
37519,195,2024-12-25,508961.17,2101101.38,Referral,Mobile,55+,F
37520,79,2024-06-09,283547.16,345173.09,Facebook,Mobile,45-54,Male
37521,364,2025-05-25,239407.45,1125410.27,Direct,Mobile,45-54,F
37522,330,2025-10-25,1084129.84,606524.33,Facebook,Mobile,18-24,Male
37523,87,2024-11-14,312390.03,1286117.98,Facebook,Tablet,25-34,Male
37524,367,2024-08-08,131385.67,558036.12,Organic,Tablet,55+,f
37525,358,2023-11-13,986776.85,3839472.44,Google,Desktop,18-24,Female
37526,51,2024-08-23,755070.62,871369.62,Google,Desktop,25-34,
37527,457,2024-06-02,1302352.98,4234129.72,Email,desktop,18-24,F
37528,13,2025-10-18,547552.96,2075114.89,Google,desktop,45-54,m
37529,189,2024-04-15,1990791.92,3130361.25,Direct,Desktop,18-24,F
37530,464,2025-11-02,452896.35,2208002.51,Google,Desktop,25-34,m
37531,15,2024-09-25,1574584.42,6929515.58,Google,desktop,55+,F
37532,172,2025-09-04,569329.7,2113717.39,Email,Tablet,25-34,M
37533,418,2025-09-29,806857.67,1641197.29,Email,mobile,55+,Female
37534,483,2025-08-13,735041.98,919453.32,Google,Mobile,55+,
37535,166,2025-08-23,1677178.82,3355103.2,Referral,desktop,18-24,
37536,185,2024-12-23,95256.63,304843.84,Direct,mobile,35-44,m
37537,185,2024-08-28,1368958.52,6841011.82,Email,desktop,18-24,F
37538,138,2025-10-31,950650.15,2445337.33,Google,desktop,45-54,Male
37539,282,2024-10-04,1587969.59,5345621.54,Direct,Tablet,45-54,F
37540,196,2024-06-30,905075.39,2985325.45,Direct,Mobile,18-24,m
37541,110,2024-06-11,1297483.27,1615995.17,Organic,mobile,18-24,Female
37542,260,2024-07-11,204086.03,944713.41,Email,Desktop,18-24,F
37543,480,2024-07-04,1733207.48,6177726.6,Direct,Desktop,55+,f
37544,300,2025-01-29,664976.45,2945560.98,Direct,desktop,25-34,f
37545,463,2024-07-28,553959.89,2151576.32,Referral,desktop,25-34,Male
37546,77,2025-10-26,1778090.42,4686937.27,Referral,Mobile,45-54,f
37547,347,2025-03-15,344239.94,1653390.4,Google,Desktop,35-44,F
37548,268,2025-06-17,1105369.94,2486962.33,Direct,desktop,55+,m
37549,11,2024-06-02,893790.58,1465368.03,Direct,Desktop,25-34,m
37550,357,2024-03-10,1071349.87,2161023.93,Organic,Tablet,45-54,Male
37551,382,2025-05-05,270607.26,587791.53,Email,Desktop,25-34,m
37552,298,2025-01-07,714325.94,3079570.26,Facebook,mobile,35-44,Male
37553,417,2025-06-19,123311.22,288798.29,Google,mobile,18-24,M
37554,261,2024-12-14,389415.89,907215.71,Google,mobile,55+,M
37555,304,2025-06-19,1553826.35,2398958.29,Organic,mobile,18-24,
37556,59,2024-10-08,483413.04,1701830.41,Direct,mobile,45-54,Female
37557,340,2024-11-03,253450.91,1253231.73,Referral,mobile,18-24,Male
37558,416,2025-05-09,1164243.77,,Organic,desktop,35-44,Female
37559,440,2024-12-26,295924.8,972262.46,Organic,desktop,45-54,F
37560,406,2024-07-20,732516.64,1740724.44,Referral,Desktop,55+,f
37561,378,2025-01-08,1129782.34,5077709.31,Google,Desktop,25-34,M
37562,394,2024-02-21,1330834.8,3739206.71,Facebook,Mobile,18-24,
37563,464,2025-01-26,1547304.45,3756040.39,Email,desktop,55+,Male
37564,84,2024-01-26,1884460.31,9109301.6,Direct,Desktop,55+,
37565,464,2023-11-20,1110297.79,2580321.31,Direct,Mobile,25-34,
37566,29,2025-01-04,984667.99,2046257.61,Email,desktop,18-24,f
37567,34,2025-09-05,1112703.09,1654312.46,Facebook,Desktop,45-54,
37568,33,2025-06-04,557978.12,604225.98,Organic,Mobile,45-54,m
37569,441,2025-04-01,675149.93,2894563.43,Facebook,Mobile,25-34,
37570,106,2025-10-06,1379616.35,6110405.68,Direct,desktop,45-54,f
37571,209,2024-02-13,1185165.99,3124697.8,Email,Tablet,25-34,M
37572,415,2023-11-27,1502593.98,7122512.47,Google,Desktop,25-34,m
37573,129,2024-05-20,1386266.71,5354473.79,Instagram,desktop,55+,m
37574,305,2024-02-17,768724.89,1148949.4,Google,Tablet,25-34,F
37575,344,2025-09-25,385245.24,1842899.87,Referral,desktop,18-24,Male
37576,361,2023-11-30,579673.35,1811836.14,Instagram,mobile,45-54,M
37577,278,2024-08-18,1581487.8,4984790.34,Referral,mobile,55+,
37578,113,2024-09-12,456226.48,1953326.68,Google,mobile,55+,
37579,42,2025-06-30,961615.62,1128497.56,Google,Tablet,25-34,
37580,499,2024-02-11,1908054.87,4574644.02,Google,desktop,25-34,M
37581,343,2025-06-18,80082.57,376644.56,Email,mobile,45-54,M
37582,472,2025-08-21,1598595.36,4885928.0,Email,desktop,45-54,F
37583,27,2025-06-15,1618512.55,4378840.98,Instagram,Mobile,35-44,f
37584,229,2025-06-07,916129.31,2063425.32,Organic,Desktop,45-54,M
37585,268,2025-06-15,572327.84,1852588.67,Direct,Mobile,55+,M
37586,345,2025-09-19,1606969.95,4447084.12,Organic,mobile,25-34,F
37587,130,2025-01-10,1907147.35,4545844.35,Referral,Desktop,35-44,Male
37588,405,2025-02-08,1522477.97,4346764.4,Email,mobile,18-24,m
37589,122,2025-05-25,426864.94,,Organic,desktop,18-24,Male
37590,455,2025-10-15,1254540.81,2560107.57,Google,Desktop,18-24,
37591,53,2025-02-10,932629.9,4635676.92,Referral,Desktop,18-24,M
37592,46,2024-09-30,1480297.19,5753611.89,Referral,mobile,45-54,
37593,206,2024-03-14,1174232.95,3657650.39,Instagram,Desktop,18-24,F
37594,362,2024-01-31,149041.46,81321.48,Organic,desktop,55+,m
37595,462,2025-06-24,235526.29,406090.66,Facebook,Mobile,25-34,f
37596,239,2024-02-27,525136.87,335902.51,Instagram,Mobile,18-24,Male
37597,123,2023-12-18,1271878.49,5214854.23,Email,Desktop,25-34,Male
37598,74,2024-06-03,821422.61,3486511.75,Organic,Tablet,55+,f
37599,411,2025-04-14,956867.46,1337276.16,Organic,desktop,18-24,M
37600,161,2025-10-05,1782890.28,8239415.58,Email,mobile,35-44,Male
37601,60,2024-07-19,1489080.86,1512329.48,Direct,mobile,25-34,m
37602,270,2025-05-27,448301.58,950371.03,Instagram,Mobile,45-54,Male
37603,384,2025-05-19,1049289.42,1877992.94,Facebook,mobile,55+,f
37604,410,2025-07-17,407912.62,937890.18,Google,mobile,45-54,Female
37605,97,2024-08-31,366680.01,1230264.36,Organic,desktop,45-54,F
37606,372,2024-12-04,1280876.17,3979027.0,Direct,mobile,35-44,Female
37607,299,2025-09-14,1022977.78,3776070.27,Google,Mobile,45-54,f
37608,8,2024-04-01,489205.15,2243281.23,Email,Desktop,25-34,
37609,289,2023-11-27,847686.86,3094236.51,Direct,desktop,18-24,
37610,443,2024-04-12,659255.33,2225240.74,Referral,Mobile,35-44,M
37611,36,2024-03-04,1028161.01,2682760.36,Organic,Desktop,45-54,
37612,74,2025-05-14,1797754.1,5801796.2,Referral,Tablet,55+,m
37613,21,2025-01-05,770510.95,1386729.93,Referral,desktop,25-34,m
37614,464,2024-09-12,1706842.14,1779668.91,Organic,Mobile,35-44,f
37615,356,2025-08-13,482204.81,259512.37,Facebook,Mobile,35-44,
37616,116,2025-06-01,1985467.85,8498245.05,Email,Desktop,25-34,M
37617,284,2024-05-14,1437425.12,,Referral,Mobile,35-44,F
37618,216,2024-02-22,344801.95,1670871.35,Google,Desktop,35-44,
37619,166,2024-02-10,742817.85,3509040.78,Google,Mobile,18-24,Male
37620,126,2025-03-31,1582888.89,5723951.17,Direct,Desktop,35-44,f
37621,304,2024-11-20,320240.4,400995.01,Organic,Mobile,45-54,Female
37622,81,2025-09-03,302900.3,890803.9,Instagram,Desktop,18-24,m
37623,22,2025-05-18,997575.39,3245185.92,Direct,Tablet,18-24,Female
37624,26,2025-01-26,345140.96,409609.15,Direct,Mobile,35-44,M
37625,342,2024-09-02,1571564.72,3440690.42,Google,Tablet,35-44,Male
37626,43,2025-05-21,1751842.53,2704793.18,Direct,Tablet,45-54,M
37627,13,2024-03-06,1342697.26,1719492.49,Referral,Tablet,55+,Female
37628,416,2025-02-14,991060.04,1252706.77,Organic,Tablet,45-54,
37629,303,2024-03-23,436097.09,958507.46,Google,Mobile,35-44,Female
37630,132,2023-11-13,1618490.35,5300972.54,Google,Desktop,18-24,Male
37631,277,2024-12-15,886663.9,3187874.56,Instagram,Tablet,45-54,Male
37632,338,2025-08-20,496291.86,1003976.77,Direct,desktop,45-54,f
37633,2,2023-12-23,462618.12,488860.91,Direct,Desktop,25-34,F
37634,426,2025-06-26,1353561.97,1923329.42,Google,Desktop,25-34,F
37635,92,2024-04-17,489009.97,2054426.93,Facebook,desktop,55+,Female
37636,161,2024-02-20,1937436.09,7712525.02,Email,desktop,35-44,F
37637,57,2024-03-08,1387042.83,4281489.0,Email,Tablet,45-54,m
37638,44,2024-03-26,1434002.66,6001202.58,Facebook,Desktop,25-34,Male
37639,335,2024-09-16,448846.76,1390186.51,Facebook,mobile,18-24,Female
37640,208,2025-06-02,559815.8,569620.89,Email,Desktop,18-24,
37641,180,2025-11-07,1672304.69,4777008.57,Instagram,Tablet,35-44,f
37642,464,2025-05-17,323815.6,896396.28,Direct,Mobile,25-34,m
37643,280,2024-03-11,1033438.4,2455258.57,Organic,desktop,18-24,Male
37644,223,2024-09-17,1319410.68,6365208.41,Google,Mobile,55+,
37645,200,2024-12-07,1120679.2,3285579.12,Referral,Tablet,25-34,
37646,186,2024-08-08,339904.41,1515275.33,Referral,desktop,45-54,
37647,383,2024-07-12,887823.98,1954524.6,Organic,desktop,45-54,Male
37648,100,2024-08-10,1680319.33,7047413.93,Facebook,desktop,25-34,f
37649,139,2024-06-15,945506.87,2971848.61,Facebook,mobile,45-54,f
37650,81,2025-02-28,351787.44,1213386.65,Instagram,mobile,18-24,f
37651,63,2024-07-28,1012105.41,3360711.78,Referral,mobile,45-54,
37652,118,2023-12-27,710691.66,3472859.48,Referral,Mobile,45-54,Male
37653,94,2025-02-08,926760.61,1075906.98,Organic,Mobile,35-44,f
37654,301,2024-03-13,333821.18,922273.58,Instagram,desktop,45-54,M
37655,23,2024-08-29,872577.12,3390187.48,Direct,Tablet,35-44,f
37656,163,2025-06-06,113896.94,315161.34,Google,Tablet,45-54,Female
37657,441,2024-01-09,786620.02,1071098.55,Email,Desktop,35-44,F
37658,131,2024-06-23,749989.67,2851371.78,Referral,Tablet,45-54,M
37659,67,2025-04-01,1130326.06,3831366.1,Google,Tablet,18-24,f
37660,75,2024-09-21,681659.71,946610.4,Facebook,desktop,18-24,F
37661,372,2025-10-17,752886.59,3587675.67,Email,Tablet,25-34,Female
37662,176,2024-09-08,1011104.95,4846049.15,Organic,Desktop,55+,F
37663,22,2023-12-11,860611.25,3853730.79,Instagram,desktop,55+,
37664,474,2025-02-28,1159388.62,4626768.91,Organic,desktop,55+,f
37665,132,2024-03-28,1036912.37,2214694.03,Instagram,Mobile,35-44,m
37666,201,2025-10-06,552736.87,886259.98,Organic,Tablet,55+,f
37667,407,2024-12-30,796673.37,3236905.6,Instagram,desktop,35-44,f
37668,253,2025-08-20,1260775.09,1557286.01,Instagram,desktop,55+,Male
37669,490,2024-08-17,1669818.57,7203808.64,Organic,Mobile,25-34,Female
37670,286,2024-10-18,1519792.62,6059504.38,Google,desktop,18-24,m
37671,500,2024-07-15,1846658.7,5842570.32,Instagram,Desktop,55+,Female
37672,256,2024-06-03,1986032.78,6785467.17,Referral,Tablet,55+,M
37673,461,2024-04-21,880393.02,3343816.53,Organic,Desktop,55+,F
37674,365,2024-10-01,746138.52,3702050.52,Email,mobile,35-44,M
37675,45,2024-09-05,75185.92,243642.62,Referral,Mobile,35-44,F
37676,218,2025-10-20,1896257.72,9436635.73,Facebook,desktop,25-34,F
37677,127,2025-05-04,408179.98,699568.73,Email,Mobile,25-34,M
37678,47,2023-11-28,1221148.82,5770954.65,Direct,Tablet,18-24,
37679,237,2025-01-12,363087.46,655669.6,Instagram,Mobile,45-54,M
37680,84,2023-12-02,1740220.8,5924555.66,Referral,Tablet,25-34,m
37681,298,2024-07-29,858878.82,3443309.81,Facebook,Desktop,18-24,Male
37682,313,2023-11-14,494493.27,1179480.14,Instagram,mobile,45-54,m
37683,73,2024-07-12,209142.78,669201.05,Google,Desktop,18-24,M
37684,446,2024-07-16,145373.3,667940.81,Facebook,mobile,55+,F
37685,143,2025-04-11,75662.01,171864.14,Referral,Mobile,18-24,m
37686,467,2024-01-23,1942782.78,8742019.74,Organic,desktop,18-24,F
37687,372,2025-10-28,1927374.26,1312654.1,Email,desktop,55+,
37688,201,2024-10-31,1461334.85,3972515.13,Google,mobile,35-44,F
37689,411,2024-05-16,906846.43,2958602.38,Referral,mobile,18-24,f
37690,416,2025-08-09,1450288.28,4739150.97,Email,mobile,55+,Female
37691,481,2025-03-26,1891284.65,8062665.31,Instagram,desktop,18-24,Female
37692,306,2025-09-25,1989577.74,6451826.27,Instagram,mobile,45-54,M
37693,390,2024-01-30,1248266.21,5248365.66,Facebook,Mobile,18-24,F
37694,373,2025-02-22,1208212.64,3132695.46,Referral,Tablet,35-44,M
37695,402,2024-12-02,128252.4,356491.48,Organic,mobile,45-54,Female
37696,121,2025-10-25,1634634.17,2042509.56,Instagram,desktop,45-54,F
37697,428,2024-03-27,1460336.23,4605313.57,Organic,desktop,45-54,Male
37698,427,2025-01-13,1846962.61,1931688.79,Facebook,Mobile,18-24,M
37699,202,2024-06-16,1857626.93,,Organic,mobile,18-24,m
37700,361,2024-12-31,991081.97,4892430.59,Referral,Desktop,55+,m
37701,73,2025-05-25,1030183.43,4407114.78,Google,mobile,35-44,Female
37702,27,2025-07-18,1670528.93,2355010.61,Direct,desktop,25-34,f
37703,99,2023-12-12,1149141.09,1563143.11,Email,mobile,45-54,M
37704,9,2025-01-31,829539.61,609688.05,Organic,Tablet,18-24,m
37705,476,2024-05-10,1023183.36,4661048.62,Direct,desktop,18-24,Male
37706,360,2025-07-28,1768048.58,5508304.79,Organic,mobile,25-34,Male
37707,326,2025-10-24,1435525.68,4701324.93,Organic,mobile,18-24,
37708,412,2024-01-20,74888.59,205294.51,Referral,desktop,25-34,F
37709,80,2025-01-23,1037842.47,2634614.08,Instagram,desktop,18-24,Female
37710,86,2023-12-31,1244780.63,3728634.04,Direct,Tablet,45-54,f
37711,202,2025-07-22,1398162.62,2960327.78,Email,Tablet,55+,m
37712,18,2025-05-22,1694024.92,7034659.68,Email,Desktop,18-24,Male
37713,278,2025-09-14,891057.91,2374929.72,Email,mobile,18-24,f
37714,360,2025-01-22,1038496.03,4294349.5,Email,desktop,45-54,Male
