conversion_id,campaign_id,customer_id,conversion_date,conversion_type,conversion_value,attribution_model,time_to_convert_days
36070,344,48260,2024-03-13,Download,2579838.57,Linear,88
36071,46,41659,2024-12-13,Contact,393654.75,Linear,70
36072,482,19757,2024-03-25,Download,290268.08,Time Decay,60
36073,158,24430,2024-08-10,Sign Up,2127789.17,First Click,72
36074,39,12032,2024-04-18,Purchase,2007688.43,Time Decay,53
36075,400,36289,2023-12-17,Sign Up,1784564.09,Linear,50
36076,247,51081,2025-09-01,Purchase,518248.16,Time Decay,46
36077,403,5074,2024-10-28,Sign Up,2679119.95,Last Click,34
36078,113,30670,2024-03-04,Add to Cart,2955570.04,First Click,53
36079,106,43694,2024-02-26,Download,705879.73,Linear,81
36080,296,36504,2025-07-19,Sign Up,2303077.56,Linear,79
36081,414,44842,2024-10-20,Contact,1236944.8,Time Decay,68
36082,268,52633,2023-12-13,Sign Up,1592069.16,Last Click,65
36083,315,42538,2025-08-23,Contact,983501.52,Linear,78
36084,338,12475,2025-01-18,Add to Cart,642895.32,Time Decay,7
36085,447,40542,2023-12-11,Sign Up,812573.23,Time Decay,33
36086,459,47515,2025-03-29,Contact,1840951.3,First Click,90
36087,396,18162,2024-11-03,Add to Cart,434928.26,Time Decay,21
36088,27,19262,2024-06-12,Purchase,91522.34,Linear,84
36089,498,7076,2024-09-12,Sign Up,794490.18,First Click,6
36090,305,41476,2025-04-25,Download,2314134.44,Linear,14
36091,79,30721,2024-10-03,Purchase,1189462.93,Linear,35
36092,432,12663,2024-05-01,Purchase,955885.91,Last Click,74
36093,371,7932,2025-06-30,Contact,1203341.64,Linear,63
36094,240,12653,2025-06-20,Download,1513103.87,Linear,72
36095,41,50695,2025-03-16,Purchase,1760765.61,First Click,60
36096,382,53537,2025-01-20,Add to Cart,924238.66,Time Decay,84
36097,20,26908,2025-03-01,Purchase,1600901.39,First Click,63
36098,98,30474,2025-01-27,Contact,2065029.02,Time Decay,24
36099,349,12546,2024-11-22,Sign Up,704680.8,Linear,31
36100,401,15845,2025-09-26,Sign Up,2159652.19,Time Decay,42
36101,17,406,2025-05-20,Purchase,1080907.11,Time Decay,87
36102,120,4150,2024-09-24,Purchase,2554484.75,First Click,62
36103,430,49463,2025-04-05,Sign Up,455061.62,First Click,50
36104,480,39930,2024-09-13,Purchase,1346000.7,Last Click,66
36105,143,20367,2025-04-10,Add to Cart,2876839.76,First Click,77
36106,323,29343,2023-11-24,Purchase,287411.96,Linear,11
36107,440,16240,2025-09-27,Add to Cart,2189749.52,Linear,89
36108,193,22264,2024-06-23,Add to Cart,941069.59,Linear,52
36109,73,43607,2024-10-19,Sign Up,2042286.8,Time Decay,24
36110,62,24691,2025-02-02,Sign Up,1056695.75,Time Decay,66
36111,30,27573,2025-10-20,Sign Up,1820689.0,Last Click,84
36112,266,12941,2023-11-30,Contact,2688292.38,Last Click,29
36113,322,32581,2024-07-16,Purchase,2411572.07,Time Decay,34
36114,270,5473,2023-12-13,Purchase,1722787.51,Last Click,18
36115,154,3704,2024-12-24,Purchase,128623.33,Linear,16
36116,176,28475,2024-02-05,Contact,2532774.71,First Click,70
36117,189,45410,2024-12-03,Add to Cart,193664.67,Time Decay,47
36118,347,54401,2024-01-16,Sign Up,857064.73,Time Decay,47
36119,117,10056,2025-08-19,Contact,954455.89,First Click,50
36120,159,4670,2025-09-30,Purchase,2783522.93,Linear,11
36121,426,58807,2024-08-06,Purchase,789073.27,Time Decay,72
36122,38,42151,2024-10-03,Download,2154916.36,Last Click,0
36123,380,17396,2024-06-16,Contact,1173581.61,First Click,78
36124,391,32135,2025-06-07,Purchase,274744.0,Last Click,37
36125,4,56889,2024-11-03,Purchase,1452303.92,Last Click,35
36126,294,56802,2025-02-21,Download,2556808.79,Last Click,76
36127,481,50259,2024-12-06,Purchase,1349170.55,Last Click,65
36128,294,46484,2025-02-08,Purchase,2018597.28,First Click,45
36129,301,43776,2025-04-03,Sign Up,1094245.44,Time Decay,81
36130,419,59715,2024-04-21,Add to Cart,1714405.52,Last Click,70
36131,418,43014,2024-08-12,Download,80820.77,Linear,15
36132,372,5512,2024-04-10,Sign Up,540949.02,Last Click,78
36133,183,49576,2025-04-17,Contact,,Linear,48
36134,1,7497,2025-01-21,Add to Cart,627670.03,First Click,19
36135,165,52265,2025-07-24,Sign Up,2353278.48,First Click,0
36136,147,5011,2024-10-16,Contact,2163054.92,Time Decay,40
36137,325,20792,2024-04-10,Add to Cart,2876495.79,Linear,71
36138,242,19714,2024-06-07,Purchase,861584.2,Linear,31
36139,273,22580,2025-09-17,Purchase,1181496.79,Last Click,69
36140,50,16343,2025-03-23,Purchase,1376247.34,Last Click,66
36141,319,6144,2024-05-31,Download,494583.03,Time Decay,20
36142,409,38229,2025-10-17,Contact,456883.69,Last Click,3
36143,201,877,2023-11-11,Purchase,2655971.85,First Click,72
36144,69,52553,2025-07-02,Purchase,2596112.39,First Click,8
36145,11,28099,2025-06-09,Download,1885720.02,Time Decay,60
36146,164,59775,2024-10-22,Add to Cart,2467293.71,Last Click,25
36147,429,43266,2024-03-20,Sign Up,2029474.7,Time Decay,70
36148,60,51529,2024-08-24,Contact,253406.32,Last Click,70
36149,287,33910,2025-02-24,Sign Up,109651.29,Linear,69
36150,484,35576,2024-09-10,Download,130964.04,Last Click,89
36151,110,24642,2024-12-16,Download,583939.01,Linear,16
36152,181,21266,2024-09-06,Sign Up,1441104.56,Time Decay,11
36153,378,3486,2025-08-09,Purchase,1802781.62,First Click,46
36154,161,57092,2024-05-30,Download,2926869.94,First Click,19
36155,347,13432,2025-07-10,Contact,478902.63,Time Decay,46
36156,7,28381,2025-03-19,Sign Up,2162912.03,First Click,3
36157,469,23714,2025-02-06,Add to Cart,884678.11,Last Click,4
36158,52,36286,2025-08-30,Contact,991158.59,First Click,89
36159,367,41348,2024-05-10,Add to Cart,1273305.41,Last Click,47
36160,134,6283,2025-09-30,Purchase,1573202.79,Last Click,59
36161,360,52290,2025-11-07,Add to Cart,2425313.55,First Click,48
36162,168,44223,2024-08-08,Sign Up,1874256.37,Last Click,18
36163,284,42554,2025-06-22,Add to Cart,754686.07,Last Click,39
36164,287,26557,2024-10-07,Download,2509251.38,Time Decay,60
36165,385,32858,2025-08-04,Contact,2683033.54,First Click,15
36166,183,56661,2025-09-23,Contact,1271714.87,Linear,21
36167,299,22354,2023-11-26,Download,1219883.59,First Click,77
36168,286,1099,2024-04-29,Add to Cart,1865931.75,Last Click,66
36169,17,27658,2025-06-13,Purchase,197021.75,Linear,24
36170,231,31987,2025-04-27,Download,822291.43,Last Click,79
36171,259,19896,2025-09-14,Sign Up,2514172.3,Linear,68
36172,353,17213,2024-03-02,Add to Cart,441693.54,Last Click,50
36173,218,9024,2024-05-08,Download,472849.15,First Click,8
36174,143,9231,2025-04-17,Sign Up,2808176.72,First Click,73
36175,405,38624,2024-01-23,Purchase,2111378.36,Time Decay,29
36176,154,54169,2024-04-19,Sign Up,1578693.98,Time Decay,1
36177,267,17574,2024-10-30,Add to Cart,2119450.14,First Click,11
36178,42,19851,2025-06-01,Add to Cart,2059969.82,First Click,3
36179,380,59423,2024-01-11,Purchase,274703.4,Linear,11
36180,418,57997,2024-12-16,Contact,2291099.62,Linear,72
36181,38,9890,2025-08-14,Download,2204853.91,Last Click,76
36182,117,31708,2024-07-03,Sign Up,2465033.18,Time Decay,89
36183,345,47604,2024-07-07,Purchase,2345270.47,Time Decay,36
36184,18,37043,2025-01-17,Download,1953455.5,Time Decay,15
36185,186,54751,2025-06-07,Download,125549.54,Linear,29
36186,151,16765,2025-08-05,Purchase,2380938.32,Time Decay,5
36187,187,17313,2024-09-18,Add to Cart,2920487.24,Linear,18
36188,44,34468,2024-10-02,Add to Cart,211030.32,First Click,62
36189,307,16785,2024-01-04,Contact,1795502.34,First Click,57
36190,313,4902,2025-09-25,Download,292996.71,Time Decay,22
36191,9,6244,2025-06-19,Purchase,493129.69,Last Click,29
36192,216,4960,2024-02-25,Purchase,1741071.66,Time Decay,86
36193,439,54774,2025-02-12,Download,2455655.03,Time Decay,89
36194,197,3906,2025-07-31,Contact,1909645.2,First Click,65
36195,475,8332,2024-08-20,Add to Cart,811068.68,First Click,13
36196,431,56181,2024-10-16,Contact,2148957.48,Linear,48
36197,366,50383,2024-09-07,Contact,261951.97,Linear,38
36198,54,36366,2025-10-13,Add to Cart,668442.2,Linear,89
36199,265,7171,2024-07-10,Download,2824602.13,Last Click,11
36200,356,55228,2024-03-16,Purchase,2589850.88,Last Click,73
36201,87,47792,2023-11-22,Download,1333528.91,Time Decay,11
36202,46,13252,2025-10-19,Purchase,1398336.67,Last Click,89
36203,487,41986,2024-01-16,Download,1812137.01,Time Decay,44
36204,249,11644,2024-12-20,Contact,1667256.54,First Click,46
36205,285,8427,2024-04-03,Download,2873252.24,Time Decay,78
36206,94,11884,2025-10-08,Sign Up,1169723.41,Last Click,26
36207,354,8107,2024-07-12,Contact,1518221.3,Linear,66
36208,3,22498,2023-12-08,Download,,Last Click,64
36209,103,20390,2024-09-20,Sign Up,2992016.17,Time Decay,20
36210,235,47264,2024-07-13,Sign Up,1888280.75,Time Decay,78
36211,422,10856,2024-08-22,Contact,1445922.84,Linear,34
36212,390,24594,2025-02-25,Download,661491.09,First Click,90
36213,89,31938,2024-07-06,Sign Up,616682.41,Linear,49
36214,105,33117,2025-09-13,Add to Cart,,Linear,17
36215,158,59945,2023-11-23,Purchase,2837723.29,Time Decay,28
36216,121,7733,2025-06-22,Add to Cart,194683.38,Last Click,17
36217,158,51946,2024-02-22,Download,211321.87,First Click,72
36218,277,28007,2025-11-07,Add to Cart,309753.23,Linear,0
36219,463,12856,2024-06-07,Purchase,511472.42,Last Click,66
36220,75,3923,2024-07-21,Contact,2251359.78,Time Decay,79
36221,199,33872,2024-01-30,Purchase,356316.38,First Click,26
36222,47,59549,2025-10-25,Sign Up,2187364.04,Linear,57
36223,21,41214,2024-01-07,Contact,2332975.93,Last Click,30
36224,132,7540,2023-12-31,Contact,2679459.89,Linear,57
36225,364,6573,2023-12-13,Sign Up,2781224.67,First Click,76
36226,278,15182,2025-06-26,Contact,1071575.79,Linear,78
36227,317,52049,2024-03-18,Download,811093.96,First Click,71
36228,229,10488,2024-04-25,Sign Up,2544562.69,Last Click,14
36229,155,59426,2024-08-16,Download,1050359.13,Time Decay,44
36230,88,1143,2024-01-13,Sign Up,2017329.05,Linear,48
36231,80,53399,2025-11-06,Contact,765264.32,Time Decay,23
36232,81,19936,2025-05-30,Download,1958670.39,Time Decay,23
36233,421,45251,2024-10-01,Download,1675397.75,First Click,39
36234,429,56416,2024-07-15,Sign Up,1474862.01,Linear,67
36235,290,47298,2024-11-15,Purchase,1197823.53,Time Decay,33
36236,418,42453,2023-12-09,Sign Up,122121.52,First Click,82
36237,364,27117,2025-05-25,Purchase,2313283.26,First Click,44
36238,277,11557,2024-07-04,Sign Up,2981421.52,Linear,74
36239,248,37056,2024-03-28,Sign Up,800738.55,Last Click,65
36240,373,55170,2025-09-01,Contact,2753176.01,First Click,8
36241,113,37504,2024-10-02,Add to Cart,344976.84,First Click,26
36242,355,55092,2025-03-10,Purchase,2482256.02,First Click,87
36243,460,50539,2025-04-19,Download,2434030.54,Linear,53
36244,88,50287,2024-04-05,Add to Cart,2271255.28,Last Click,74
36245,313,6330,2025-01-01,Purchase,2945875.5,First Click,49
36246,35,6687,2025-01-27,Add to Cart,2416011.95,First Click,67
36247,441,6212,2024-01-04,Add to Cart,2138335.2,Time Decay,1
36248,273,28214,2024-08-24,Add to Cart,2559532.69,Linear,61
36249,67,59527,2024-08-07,Add to Cart,1398784.63,Linear,50
36250,215,13495,2024-12-24,Sign Up,136265.06,Time Decay,79
36251,177,38118,2024-03-17,Sign Up,1923406.65,First Click,1
36252,328,2199,2025-06-28,Sign Up,1712104.39,First Click,3
36253,18,5542,2024-06-12,Download,1594575.35,Time Decay,67
36254,409,46985,2024-02-25,Purchase,1584278.49,Time Decay,61
36255,32,26036,2024-08-31,Download,2793148.9,Last Click,16
36256,196,43978,2025-09-20,Download,1784889.59,Last Click,34
36257,366,15837,2025-02-12,Purchase,2927713.46,First Click,3
36258,431,47730,2025-05-04,Add to Cart,1219009.8,Last Click,4
36259,460,3178,2024-07-31,Download,2697375.61,Time Decay,11
36260,150,28914,2025-09-18,Download,293466.25,Time Decay,72
36261,493,25609,2024-01-28,Contact,993068.38,Last Click,25
36262,247,9876,2023-11-21,Sign Up,2504272.38,First Click,9
36263,306,41563,2023-12-26,Download,2796496.47,First Click,54
36264,160,29859,2024-05-11,Contact,1284222.33,First Click,41
36265,392,47524,2023-11-22,Contact,975271.26,First Click,73
36266,129,20855,2025-11-05,Purchase,1607828.38,Linear,2
36267,271,41342,2023-12-22,Download,2398522.69,Time Decay,67
36268,303,55469,2025-05-02,Contact,618345.29,Time Decay,36
36269,57,59906,2024-05-24,Purchase,136239.71,Last Click,5
36270,95,23602,2023-12-08,Add to Cart,2093018.06,Linear,79
36271,54,752,2025-01-30,Download,2090031.33,Linear,17
36272,339,46404,2025-08-01,Contact,1748384.91,Last Click,35
36273,489,29564,2025-10-18,Sign Up,1459573.54,Linear,45
36274,361,5087,2025-09-19,Purchase,2257755.93,Last Click,77
36275,127,27001,2025-10-03,Add to Cart,1052590.98,Linear,21
36276,239,34515,2025-02-23,Purchase,2947404.87,First Click,48
36277,473,35787,2025-09-10,Sign Up,1035419.3,Time Decay,61
36278,363,7945,2023-11-28,Download,1044063.29,First Click,41
36279,496,6623,2024-02-28,Add to Cart,1966419.58,Time Decay,16
36280,28,32339,2025-04-25,Download,1805494.68,Time Decay,59
36281,143,31273,2024-03-15,Download,403370.54,First Click,4
36282,196,30445,2025-02-26,Purchase,707102.23,Last Click,7
36283,487,56172,2025-05-27,Contact,1377119.94,Time Decay,24
36284,18,28809,2024-07-10,Sign Up,1927078.35,First Click,36
36285,191,1615,2025-04-15,Add to Cart,763001.63,Linear,20
36286,150,48245,2024-01-19,Contact,2296171.06,Linear,42
36287,88,37788,2025-08-04,Contact,2522044.03,Time Decay,13
36288,300,29274,2024-12-10,Purchase,1393404.15,First Click,24
36289,334,20719,2025-06-26,Contact,294441.6,Time Decay,51
36290,485,42611,2023-12-19,Contact,1988859.85,First Click,40
36291,388,25183,2025-09-18,Add to Cart,2993025.18,Time Decay,69
36292,244,55429,2025-02-15,Purchase,2189133.96,Linear,29
36293,468,43937,2024-06-28,Purchase,141676.05,Last Click,64
36294,66,29169,2025-05-07,Download,1637709.61,Last Click,30
36295,189,38188,2025-02-08,Sign Up,1692484.17,Time Decay,64
36296,215,14957,2024-01-19,Purchase,1871246.53,Linear,68
36297,264,18556,2025-05-25,Contact,950769.75,Linear,81
36298,7,9586,2024-10-14,Add to Cart,1467947.54,Linear,34
36299,22,59303,2025-10-26,Purchase,1470794.94,First Click,14
36300,500,50179,2024-11-05,Sign Up,1809974.19,First Click,9
36301,228,57526,2025-01-13,Add to Cart,1322571.64,First Click,44
36302,484,17644,2025-07-27,Sign Up,2523425.99,First Click,57
36303,494,23090,2025-09-19,Download,1051618.51,Linear,61
36304,297,5644,2025-03-22,Add to Cart,698846.24,First Click,46
36305,76,14878,2024-11-05,Add to Cart,564486.41,First Click,44
36306,309,2013,2024-10-21,Add to Cart,578673.99,Last Click,5
36307,425,35293,2024-01-02,Sign Up,1148793.93,Linear,42
36308,6,53605,2025-08-29,Contact,2628534.4,Last Click,67
36309,345,48563,2024-06-29,Download,1120305.47,Time Decay,64
36310,61,27897,2025-01-30,Download,2922078.29,Last Click,68
36311,211,52262,2024-03-15,Sign Up,1974126.06,Linear,53
36312,114,12925,2025-09-26,Add to Cart,645803.75,First Click,30
36313,260,27985,2025-01-17,Purchase,2121656.75,Last Click,29
36314,27,40192,2025-07-10,Sign Up,2413471.23,Linear,18
36315,7,50521,2024-02-11,Add to Cart,1434752.99,First Click,16
36316,59,9825,2024-08-25,Purchase,810225.43,Linear,27
36317,213,27881,2024-10-14,Contact,2897730.56,Linear,45
36318,195,49337,2024-12-31,Purchase,2616814.72,Last Click,29
36319,119,43244,2024-01-23,Contact,1636727.29,Time Decay,10
36320,274,25382,2024-05-15,Purchase,2158719.62,Linear,88
36321,368,23717,2024-11-11,Download,1309416.43,Time Decay,15
36322,331,1863,2024-09-19,Contact,574804.62,First Click,51
36323,445,36097,2025-06-18,Sign Up,2849135.56,Linear,0
36324,227,2157,2024-01-24,Sign Up,2568724.73,Time Decay,39
36325,328,37212,2024-06-14,Contact,2948480.63,First Click,4
36326,263,48788,2024-07-20,Sign Up,74590.09,First Click,42
36327,383,36679,2023-12-07,Add to Cart,2468818.02,Linear,34
36328,396,38926,2024-01-05,Download,328803.74,First Click,60
36329,85,56560,2025-10-03,Contact,2159981.37,First Click,77
36330,180,41989,2024-02-24,Sign Up,160083.08,Linear,72
36331,470,45241,2024-03-12,Contact,1059054.08,Time Decay,74
36332,376,28774,2025-07-28,Download,1098378.16,First Click,26
36333,4,46464,2023-12-27,Sign Up,2716886.45,Last Click,22
36334,448,5365,2024-02-29,Add to Cart,2862645.3,Last Click,56
36335,56,57706,2024-01-28,Sign Up,2041426.53,Linear,58
36336,329,54327,2024-08-08,Add to Cart,556160.99,Time Decay,27
36337,188,14101,2024-02-27,Purchase,253161.91,Last Click,11
36338,281,51824,2024-06-11,Add to Cart,1799444.28,Linear,65
36339,463,37484,2023-11-11,Download,1006846.71,First Click,85
36340,1,47052,2025-01-13,Purchase,1457677.44,Time Decay,20
36341,13,54167,2025-10-18,Purchase,1841358.48,Time Decay,8
36342,93,22220,2024-05-30,Download,2564203.61,Time Decay,20
36343,191,26293,2024-08-13,Download,534332.02,Time Decay,33
36344,61,54586,2024-10-01,Purchase,1492242.65,Last Click,49
36345,223,34788,2024-11-20,Add to Cart,1386986.51,First Click,62
36346,310,10473,2024-06-19,Add to Cart,1858057.08,Last Click,30
36347,88,49280,2025-05-24,Add to Cart,186770.31,Linear,44
36348,55,7604,2024-06-22,Contact,390005.94,First Click,14
36349,119,1469,2023-11-21,Purchase,1821288.78,Linear,14
36350,474,48725,2023-12-10,Sign Up,2659224.61,First Click,14
36351,474,7221,2025-02-15,Purchase,1029940.48,First Click,73
36352,153,51556,2025-07-20,Download,2479048.82,First Click,82
36353,257,39136,2024-06-19,Sign Up,230138.06,Last Click,17
36354,389,4425,2024-11-16,Download,1180761.68,Time Decay,67
36355,53,9906,2025-07-06,Sign Up,2012533.48,Time Decay,72
36356,10,53990,2024-01-28,Download,2542845.33,First Click,59
36357,395,35202,2024-04-06,Contact,2695629.21,Time Decay,26
36358,258,45448,2024-02-13,Add to Cart,629324.97,Time Decay,32
36359,484,34993,2025-05-07,Sign Up,246169.97,Time Decay,41
36360,85,41335,2024-10-21,Add to Cart,1954827.53,Linear,45
36361,187,35849,2025-03-16,Contact,1237648.28,Time Decay,81
36362,84,51846,2024-03-15,Purchase,1096873.64,First Click,70
36363,271,5601,2025-10-10,Add to Cart,2299736.27,Time Decay,36
36364,279,11899,2025-02-04,Purchase,103891.25,Time Decay,87
36365,80,23955,2025-05-24,Sign Up,2455356.21,Last Click,30
36366,107,8503,2024-08-01,Sign Up,778483.4,First Click,3
36367,399,1117,2024-10-19,Add to Cart,2044258.95,Linear,79
36368,16,16698,2025-05-05,Download,1214408.03,Linear,0
36369,304,21150,2024-05-29,Add to Cart,2946279.97,Time Decay,57
36370,212,31508,2024-05-15,Sign Up,1573879.67,First Click,24
36371,227,6967,2024-06-18,Purchase,,Last Click,76
36372,183,42824,2025-08-06,Add to Cart,625376.35,Time Decay,41
36373,246,51235,2024-10-04,Download,2337388.55,First Click,79
36374,374,9333,2024-12-11,Contact,352029.11,Time Decay,4
36375,299,59129,2025-02-27,Purchase,1590718.71,Linear,19
36376,122,3386,2024-03-01,Download,2263800.05,Time Decay,29
36377,389,52498,2024-06-10,Sign Up,900656.27,First Click,73
36378,291,49673,2024-05-23,Download,1886747.0,Last Click,4
36379,430,48001,2024-07-13,Contact,1989231.5,Linear,6
36380,259,37343,2025-07-06,Add to Cart,2142797.13,Linear,50
36381,207,36280,2023-11-17,Contact,1409459.83,Linear,76
36382,487,10366,2025-04-03,Download,1697920.34,First Click,9
36383,45,6625,2024-08-24,Purchase,2678165.16,Last Click,85
36384,272,44239,2024-06-30,Add to Cart,1063358.24,Linear,39
36385,468,23320,2024-03-09,Purchase,2350910.11,Linear,8
36386,121,9150,2024-11-21,Purchase,1050174.7,Linear,13
36387,185,40221,2024-02-06,Add to Cart,416746.56,Time Decay,10
36388,250,27476,2025-04-23,Contact,2371788.38,Time Decay,68
36389,378,15118,2025-07-03,Contact,233600.22,Last Click,67
36390,133,26903,2024-06-23,Contact,1300830.3,First Click,23
36391,127,43480,2023-12-22,Add to Cart,1622449.22,First Click,79
36392,387,21730,2025-10-04,Purchase,1528800.01,Linear,48
36393,214,31747,2025-02-26,Contact,2763801.39,First Click,58
36394,179,19333,2025-02-05,Download,2097751.1,First Click,42
36395,99,32074,2023-11-18,Contact,527526.37,Linear,61
36396,347,9455,2025-05-29,Purchase,2025666.78,Time Decay,27
36397,411,31159,2024-04-24,Purchase,2604496.59,Linear,12
36398,122,9764,2024-11-23,Purchase,2288982.69,First Click,31
36399,439,40531,2024-09-05,Contact,362873.59,Linear,55
36400,158,35916,2025-06-17,Add to Cart,704377.33,Linear,57
36401,33,2798,2025-08-06,Purchase,172249.97,Last Click,76
36402,177,8162,2024-12-07,Sign Up,2510935.8,First Click,24
36403,346,23669,2025-02-20,Add to Cart,2841864.0,First Click,76
36404,189,12263,2025-11-04,Sign Up,907242.1,First Click,75
36405,56,30986,2025-07-21,Download,1455829.78,Linear,2
36406,105,49532,2025-10-05,Download,1635131.89,Last Click,64
36407,405,35317,2023-12-31,Sign Up,2580467.55,Last Click,9
36408,28,46386,2024-10-09,Purchase,1281694.88,First Click,38
36409,155,55890,2024-07-01,Contact,1155872.78,Linear,51
36410,2,52547,2025-02-15,Purchase,2383156.4,Last Click,36
36411,204,12454,2024-01-31,Download,281538.17,Linear,29
36412,436,12863,2025-07-09,Download,2550282.59,Time Decay,30
36413,346,48314,2024-04-22,Add to Cart,2166204.21,First Click,31
36414,224,58963,2023-11-30,Sign Up,658177.17,First Click,30
36415,197,14563,2025-08-22,Download,1092073.13,Last Click,26
36416,499,36344,2024-11-13,Download,429636.04,First Click,79
36417,25,49359,2025-10-27,Sign Up,1438610.71,Linear,83
36418,349,29169,2023-12-10,Add to Cart,72159.16,Linear,32
36419,43,29496,2024-04-10,Sign Up,1840390.55,First Click,17
36420,354,46182,2024-03-07,Sign Up,1065332.76,Last Click,40
36421,376,43518,2024-03-10,Add to Cart,2797848.11,Last Click,24
36422,173,43087,2025-08-28,Download,2702769.64,First Click,0
36423,491,54726,2025-06-17,Purchase,113087.18,Time Decay,15
36424,404,3649,2024-04-10,Sign Up,2040727.26,Last Click,78
36425,332,3591,2024-05-13,Sign Up,815699.6,Last Click,41
36426,88,48495,2024-02-13,Sign Up,293655.49,Last Click,83
36427,333,31519,2024-10-31,Sign Up,1482399.93,Time Decay,11
36428,269,55251,2025-08-09,Sign Up,218054.95,First Click,7
36429,408,39114,2024-08-23,Download,418864.86,Last Click,4
36430,476,1636,2024-12-05,Sign Up,382836.68,First Click,45
36431,59,33749,2025-02-11,Download,2750978.98,Last Click,25
36432,149,16874,2024-03-17,Sign Up,1719778.08,First Click,1
36433,69,47530,2025-06-21,Add to Cart,2478905.02,Linear,4
36434,302,46918,2024-11-15,Contact,1385811.5,Linear,44
36435,373,8418,2025-05-24,Sign Up,1307919.8,Last Click,72
36436,259,42077,2024-10-21,Download,104521.84,First Click,36
36437,395,5815,2024-11-21,Sign Up,86316.32,Linear,24
36438,195,14051,2025-08-27,Purchase,1508140.92,Last Click,87
36439,117,31323,2024-11-06,Sign Up,2321410.0,Last Click,89
36440,182,32520,2025-02-16,Sign Up,2987781.33,Linear,19
36441,108,57200,2023-11-12,Add to Cart,2259169.11,Last Click,62
36442,135,56967,2024-05-28,Download,2394476.47,Time Decay,86
36443,186,59634,2025-07-12,Add to Cart,1086293.48,Last Click,15
36444,428,23659,2024-02-28,Purchase,1238603.37,Last Click,31
36445,106,22319,2025-04-28,Purchase,2570635.37,Linear,46
36446,303,7090,2024-12-20,Purchase,2892971.97,Linear,85
36447,190,1564,2025-03-26,Contact,1439932.3,First Click,64
36448,50,55581,2024-05-20,Contact,267970.27,Last Click,42
36449,249,19164,2025-03-14,Download,2340123.54,Linear,37
36450,248,22448,2024-11-08,Download,723342.44,Linear,71
36451,483,50168,2025-02-05,Contact,934254.13,Last Click,12
36452,350,37871,2024-09-20,Sign Up,2547501.94,First Click,58
36453,250,40989,2024-09-17,Add to Cart,315546.72,First Click,16
36454,397,47142,2025-09-04,Download,1688197.02,Last Click,72
36455,6,773,2024-08-13,Sign Up,2686842.83,First Click,67
36456,90,46590,2023-11-13,Purchase,2150075.78,Time Decay,31
36457,335,14180,2024-10-21,Download,1250855.15,First Click,49
36458,56,48604,2024-02-20,Download,2589135.67,Linear,38
36459,485,48263,2025-09-23,Sign Up,1936220.71,Last Click,7
36460,384,9304,2024-01-14,Sign Up,2747493.15,Linear,0
36461,45,38553,2025-04-23,Purchase,2487273.63,Linear,16
36462,320,5635,2025-09-29,Sign Up,867745.18,First Click,66
36463,50,42074,2024-11-25,Purchase,1434890.14,Linear,9
36464,381,31784,2025-08-07,Purchase,2536748.39,Last Click,13
36465,171,21571,2024-07-08,Sign Up,1914817.77,Time Decay,82
36466,12,7036,2025-06-25,Add to Cart,68450.91,Linear,71
36467,118,37791,2025-02-17,Sign Up,2111416.5,Linear,82
36468,353,57136,2025-11-04,Contact,1407929.49,Last Click,85
36469,201,56846,2024-05-04,Add to Cart,1692478.47,Linear,79
36470,435,10957,2025-02-08,Download,2679735.55,Time Decay,49
36471,6,15055,2024-11-09,Sign Up,1767164.25,First Click,86
36472,298,6442,2024-03-09,Contact,2000905.75,Last Click,40
36473,47,50436,2024-08-06,Sign Up,1347755.8,Time Decay,59
36474,261,755,2025-10-30,Sign Up,2067895.55,Time Decay,66
36475,83,54908,2024-06-13,Add to Cart,2005669.76,Time Decay,71
36476,441,1921,2025-06-04,Add to Cart,834920.03,Last Click,43
36477,370,41844,2025-01-21,Purchase,2860140.09,Time Decay,6
36478,195,30224,2023-12-23,Sign Up,268607.75,Time Decay,35
36479,212,5293,2025-07-26,Purchase,450974.55,Linear,26
36480,51,33768,2024-06-15,Add to Cart,284676.26,Last Click,83
36481,308,24524,2024-08-26,Contact,1392906.24,Linear,59
36482,481,45945,2024-11-01,Add to Cart,2016535.53,Time Decay,87
36483,96,8503,2025-02-26,Sign Up,1412818.8,First Click,33
36484,95,31157,2025-11-05,Contact,2505217.79,Last Click,83
36485,359,26240,2024-11-07,Download,1608302.88,First Click,55
36486,308,39259,2024-11-01,Add to Cart,984687.0,First Click,80
36487,23,41342,2024-01-23,Download,2278129.9,Linear,33
36488,182,8980,2023-11-19,Contact,1197188.48,Linear,8
36489,271,43188,2025-03-05,Purchase,2592063.15,Time Decay,28
36490,225,30229,2025-10-13,Contact,94382.3,First Click,90
36491,457,32429,2024-08-13,Sign Up,1427411.2,Last Click,24
36492,427,51092,2024-04-07,Download,2352142.71,Last Click,7
36493,418,15110,2024-03-22,Download,2339933.61,Last Click,14
36494,361,57150,2025-09-16,Download,1205152.64,Last Click,43
36495,76,48105,2024-04-18,Purchase,2050500.56,Last Click,28
36496,180,20639,2024-01-14,Purchase,2855187.54,Last Click,69
36497,391,45551,2025-04-22,Add to Cart,460437.39,First Click,16
36498,13,48300,2025-06-22,Add to Cart,970871.52,First Click,39
36499,151,55816,2024-03-07,Purchase,555895.1,First Click,89
