campaign_id,campaign_name,channel,campaign_type,start_date,end_date,budget_uzs,target_audience,objective,status,impressions,clicks,conversions,cost_uzs,revenue_uzs,amount_spent,total_cost,CTR,CPC,Conversion_Rate,ROAS,Profit
200,Polarized regional function 2021,SMS,Traffic,2025-08-14,2025-12-29,24190875.22,18-24,Leads,Completed,8373589.0,224683,22491,191485560.23,7149958463.5,40766801.01,232252361.23999998,2.683234154434855,1033.6890696670418,10.01010312306672,30.78529934131231,6917706102.26
201,Realigned maximized software 2025,Telegram,Engagement,2024-07-01,2024-07-26,33211620.97,45-54,Brand Awareness,Completed,1783974.0,48793,3447,28743803.64,1136102904.48,44470756.1,73214559.74000001,2.735073493223556,1500.5135929334128,7.064537946016847,15.517445007038704,1062888344.74
202,Reduced value-added success 2022,YouTube,Awareness,2023-11-25,2024-01-20,31795777.04,45-54,Brand Awareness,Active,4800397.0,136756,12743,96281363.38,3897637263.12,33411566.97,129692930.35,2.8488477098873277,948.3527622188423,9.318055514931704,30.05281207388495,3767944332.77
203,Proactive neutral standardization 2023,Instagram,Traffic,2025-10-26,2026-03-03,10411807.99,55+,Brand Awareness,Completed,6817770.0,199991,17813,127709214.33,4917083828.46,44521387.08,172230601.41,2.933378509395301,861.1917606792306,8.906900810536474,28.54942030164975,4744853227.05
204,Public-key foreground utilization 2023,Instagram,Awareness,2024-07-21,2024-12-02,49983884.28,45-54,Leads,Completed,8751733.0,238515,26169,188150882.47,7247173822.45,43572696.54,231723579.01,2.7253459400555293,971.5262310965767,10.971637003962014,31.275081514847695,7015450243.44
205,Up-sized secondary benchmark 2020,Facebook Ads,Conversion,2025-06-29,2025-09-17,21575161.42,35-44,Sales,Completed,9328897.0,244726,24440,172150390.61,7769090213.05,40680788.06,212831178.67000002,2.6233112017422853,869.6713004339548,9.986678979756952,36.50353421711847,7556259034.38
206,Balanced tangible support 2024,Instagram,Traffic,2025-05-17,2025-10-24,13615986.64,25-34,App Downloads,Active,7205973.0,206112,21543,143435165.35,6285355032.95,39250219.02,182685384.37,2.860293814589647,886.3403604351033,10.452084303679552,34.40535242939862,6102669648.58
207,Function-based even-keeled access 2023,SMS,Traffic,2025-09-04,2025-10-14,62936428.05,18-24,Sales,Active,1422264.0,31978,3533,31191218.54,1023381020.88,42211870.58,73403089.12,2.248387078629565,2295.424639439615,11.048220651698044,13.9419339587598,949977931.76
208,Up-sized well-modulated protocol 2022,SMS,Engagement,2024-03-23,2024-07-15,71909919.78,25-34,Sales,Completed,1197901.0,33537,3338,31913259.56,905783381.38,41850493.27,73763752.83,2.799647049297062,2199.473799982109,9.953186033336316,12.279518688094926,832019628.55
209,Horizontal user-facing open system 2025,Google Ads,Traffic,2024-10-04,2024-11-24,99803338.23,55+,Leads,Completed,5649802.0,158825,15419,110710074.61,4572316548.76,45640829.85,156350904.46,2.8111604619064527,984.4225056508736,9.70816936880214,29.24394051030103,4415965644.3
210,Versatile fault-tolerant info-mediaries 2024,SMS,Awareness,2025-05-31,2025-09-20,36237106.15,18-24,Leads,Active,5781639.0,155318,15587,121108010.76,4749045788.47,44898893.05,166006903.81,2.6864008631462464,1068.8194788112132,10.035539988925946,28.60751980475119,4583038884.66
211,Fully-configurable bottom-line conglomeration 2021,TikTok,Engagement,2024-04-08,2024-09-17,93337675.75,45-54,Sales,Completed,3005332.0,75346,8174,52411216.06,2806857880.89,40800228.0,93211444.06,2.5070774210636295,1237.1120439041224,10.848618373901733,30.11280330646129,2713646436.83
212,Expanded attitude-oriented productivity 2022,LinkedIn,Awareness,2025-07-10,2025-11-03,89763899.01,45-54,Sales,Completed,347832.0,10492,1003,6363403.2,226053679.81,42410093.16,48773496.36,3.0163987212217394,4648.636709874189,9.559664506290506,4.634764711996136,177280183.45
213,Managed motivating flexibility 2024,Facebook Ads,Engagement,2024-03-13,,6124020.45,25-34,Brand Awareness,Active,1790334.0,47842,4773,48356674.81,1469216607.07,35615117.43,83971792.24000001,2.6722388113055997,1755.189838217466,9.976589607457882,17.496549351606404,1385244814.83
214,Proactive next generation focus group 2021,LinkedIn,Awareness,2024-07-12,2024-12-21,16861620.01,35-44,Leads,Completed,6320501.0,161231,18033,135389210.85,5490417836.15,37103240.91,172492451.76,2.550921200708615,1069.8466905247749,11.184573686201785,31.829902005156587,5317925384.389999
215,Synchronized attitude-oriented project 2023,SMS,Traffic,2025-04-28,2025-06-22,84135615.7,55+,Sales,Completed,6691202.0,182599,17607,131042126.28,5505063935.48,41143438.23,172185564.51,2.728941675950001,942.9710157777424,9.642440539104815,31.971692581466566,5332878370.969999
216,Configurable client-server hierarchy 2020,YouTube,Traffic,2024-01-11,2024-03-14,8188158.85,55+,App Downloads,Completed,8271180.0,254870,23501,169008887.09,7428581310.52,41439055.3,210447942.39,3.081422481435539,825.7069972535018,9.220779220779221,35.29890207599858,7218133368.13
217,Up-sized demand-driven moderator 2022,Telegram,Traffic,2024-12-03,2024-12-13,24784995.93,45-54,Sales,Cancelled,4438045.0,113005,11608,94529823.61,3496380437.2799997,42331719.57,136861543.18,2.5462788232205846,1211.1105099774347,10.272111853457812,25.54684359127507,3359518894.1
218,Multi-tiered optimizing service-desk 2020,LinkedIn,Traffic,2025-01-19,2025-03-02,41306521.07,55+,App Downloads,Active,9315191.0,250558,29797,185167947.83,9035577786.15,36767636.85,221935584.68,2.6897784489872514,885.7653105468594,11.892256483528763,40.71261397390615,8813642201.47
219,Balanced content-based functionalities 2022,Twitter,Engagement,2025-01-05,,56601476.35,35-44,Brand Awareness,Completed,557796.0,14569,1787,10945105.97,514768758.85,36193909.33,47139015.3,2.6118867829815917,3235.5697233852698,12.265769785160272,10.920227237966934,467629743.55
220,Synchronized grid-enabled success 2022,TikTok,Traffic,2024-06-16,2024-10-31,22030908.04,25-34,Sales,Paused,6140183.0,159558,14455,110807126.32000001,4331394121.95,41444599.67,152251725.99,2.5985870453698205,954.2092906027902,9.059401596911467,28.448899963436137,4179142395.96
221,Synergized zero administration forecast 2025,Instagram,Traffic,2025-08-16,2025-10-19,15586341.12,25-34,Sales,Completed,7846764.0,227820,25103,175590754.4,7721014444.12,52470625.12,228061379.52,2.903362456166644,1001.05951856729,11.01878676147836,33.85498439222981,7492953064.599999
222,Intuitive explicit alliance 2025,LinkedIn,Conversion,2025-07-23,2026-01-12,63091880.02,35-44,App Downloads,Completed,3893776.0,111886,12774,92532680.14,3711382275.14,34886603.52,127419283.66,2.873457538389471,1138.831343152852,11.416977995459664,29.127320202515726,3583962991.48
223,Ergonomic value-added system engine 2023,Email,Conversion,2024-11-12,2025-01-05,44810274.29,35-44,Brand Awareness,Completed,2621325.0,66077,7389,45971160.65,2154194499.41,38637127.5,84608288.15,2.5207480949519803,1280.4499016299167,11.182408402318506,25.46079759456757,2069586211.2599998
224,Enterprise-wide non-volatile capacity 2020,TikTok,Awareness,2025-06-29,2025-11-28,99690688.54,45-54,Leads,Completed,3664466.0,93353,9976,71183272.36,2862656157.21,42299586.339999996,113482858.69999999,2.5475198842068667,1215.6316208370379,10.686319668355598,25.225449816854148,2749173298.51
225,Fully-configurable analyzing instruction set 2025,LinkedIn,Engagement,2024-01-19,2024-02-13,41410807.06,25-34,App Downloads,Paused,1939128.0,52921,5678,37933200.99,1767118114.22,41736454.6,79669655.59,2.7291132921601875,1505.4450140775873,10.729200128493414,22.18056675572984,1687448458.63
226,Object-based system-worthy adapter 2024,Email,Awareness,2025-07-28,,78905491.56,45-54,Leads,Paused,5533933.0,150253,16217,111077991.99,5254064654.4,39895263.23,150973255.22,2.7151214154562404,1004.7936162339521,10.79312892255063,34.801294088437814,5103091399.179999
227,Reverse-engineered solution-oriented system engine 2021,LinkedIn,Engagement,2024-11-18,2025-05-13,79602605.02,55+,Brand Awareness,Paused,6532091.0,175681,19098,117444938.72,6060032269.4,39246009.21,156690947.93,2.6895063158183192,891.9060566025922,10.870839760702637,38.67506291497613,5903341321.469999
228,Digitized needs-based contingency 2024,Twitter,Engagement,2023-12-15,2024-02-23,46742705.19,35-44,App Downloads,Completed,9839563.0,272446,27403,171445720.2,8757552165.49,41751098.77,213196818.97,2.7688831302772288,782.5287175073225,10.05813996168048,41.0773116024884,8544355346.5199995
229,Exclusive object-oriented attitude 2022,Facebook Ads,Traffic,2024-02-20,2024-04-30,38116740.5,35-44,Brand Awareness,Paused,7117784.0,208522,21741,138167023.52,6770277139.86,40454972.01,178621995.53,2.92959156951096,856.6098326795254,10.426237998868224,37.90281885369999,6591655144.33
230,Progressive stable projection 2023,LinkedIn,Traffic,2025-03-12,2025-06-25,29052108.44,25-34,App Downloads,Completed,1065642.0,32157,4027,25011800.17,1143192421.97,40019352.01,65031152.18,3.0176175488578716,2022.3015884566346,12.52293435332898,17.579150663142997,1078161269.79
231,Customizable bifurcated process improvement 2020,Facebook Ads,Conversion,2023-12-16,2024-06-06,52752832.15,45-54,Leads,Completed,2444004.0,63721,7627,57268890.73,2158100712.06,38780108.85,96048999.58,2.607237958694012,1507.3366642080318,11.96936645689804,22.468747425760537,2062051712.48
232,Down-sized composite system engine 2023,Telegram,Awareness,2025-02-24,2025-03-17,61383844.28,55+,Brand Awareness,Completed,2423525.0,64013,7255,52073106.1,2341375223.73,40903775.05,92976881.15,2.641317915020476,1452.468735256901,11.333635355318451,25.182337746440957,2248398342.58
233,Profit-focused 3rdgeneration attitude 2025,Facebook Ads,Engagement,2025-06-04,2025-08-04,21305706.01,35-44,Leads,Paused,3298319.0,93360,8473,66452097.17,2635679359.35,36366861.48,102818958.65,2.8305327653268226,1101.3170378106256,9.075621251071123,25.634176750631774,2532860400.7
234,Cross-group directional matrices 2021,Email,Engagement,2024-08-21,2024-12-16,36568606.82,35-44,Leads,Active,4277164.0,119124,13065,89448428.28,4037922700.71,49286531.69,138734959.97,2.7851164930781236,1164.6264394244652,10.967563211443537,29.1053005066867,3899187740.7400002
235,User-centric responsive hub 2023,Twitter,Awareness,2024-12-19,2025-02-10,55174078.41,18-24,Leads,Completed,6594832.0,199059,19518,130943228.96,6172538138.47,37034212.86,167977441.82,3.0184089602282516,843.8575589146936,9.805133151477703,36.74623253927347,6004560696.650001
236,Optimized exuding circuit 2023,YouTube,Traffic,2024-11-29,2025-03-24,82426476.23,55+,Leads,Completed,6903032.0,194376,21771,150433543.47,6303360474.97,41494540.39,191928083.86,2.8158061559036667,987.406284006256,11.200456846524261,32.842303993239064,6111432391.110001
237,Public-key tangible service-desk 2023,SMS,Engagement,2025-02-20,,27054661.04,35-44,Sales,Completed,3272419.0,96493,9489,64250754.79,2974368245.33,42296974.33,106547729.12,2.9486749710229647,1104.2016428134684,9.833873959769104,27.91582955259516,2867820516.21
238,Multi-tiered full-range instruction set 2022,TikTok,Engagement,2024-07-13,2024-08-10,91577394.24,25-34,App Downloads,Completed,4045811.0,109841,11438,81605394.27,3575154036.65,45680537.51,127285931.78,2.714931567490424,1158.8198557915532,10.41323367412897,28.087581924051655,3447868104.87
239,Universal optimizing moratorium 2025,Instagram,Conversion,2025-03-13,,7766370.85,35-44,Brand Awareness,Active,3788157.0,104942,9490,78908703.75,2922501239.25,44803402.01,123712105.75999999,2.770265329552075,1178.86171180271,9.043090469020983,23.623405496949648,2798789133.49
240,Self-enabling value-added instruction set 2025,Instagram,Traffic,2024-08-18,2024-12-12,60345450.67,35-44,Sales,Active,3630840.0,107859,12453,75459510.52,3591897507.36,43109424.0,118568934.52,2.9706348944046006,1099.2956964184723,11.545629015659333,30.293748711675615,3473328572.84
241,User-friendly real-time installation 2024,Facebook Ads,Traffic,2025-07-14,2025-12-20,4378069.77,25-34,Brand Awareness,Completed,7693577.0,231239,25279,146037939.77,7639365452.36,42222503.07,188260442.84,3.0056110441216095,814.1379388424963,10.93197946713141,40.57870754533703,7451105009.5199995
242,Intuitive asymmetric installation 2021,Google Ads,Engagement,2024-12-17,2025-02-18,21604446.65,45-54,Brand Awareness,Completed,1742930.0,50700,5611,36465229.11,1767991086.8899999,43527654.08,79992883.19,2.908894792102953,1577.7688992110452,11.06706114398422,22.10185476988806,1687998203.6999998
243,Horizontal optimal pricing structure 2024,YouTube,Engagement,2025-10-18,2025-12-14,88832188.86,18-24,App Downloads,Completed,4435653.0,145690,14977,99938683.01,4539804465.11,38311884.32,138250567.33,3.284522030916305,948.9365593383212,10.28004667444574,32.837510563509085,4401553897.78
244,Function-based zero administration utilization 2022,Twitter,Awareness,2024-10-17,2025-02-08,52748072.94,18-24,Brand Awareness,Completed,1970320.0,63061,5936,40476351.87,1829989736.49,45642130.36,86118482.22999999,3.200546104186122,1365.6377512250042,9.413107943102709,21.24967474000035,1743871254.26
245,Decentralized eco-centric infrastructure 2021,YouTube,Awareness,2024-07-17,,70844372.47,55+,Brand Awareness,Paused,6088070.0,170589,16134,112818366.76,5400911715.37,38579700.53,151398067.29000002,2.8020210017296123,887.501933243058,9.45781967184285,35.67358429367965,5249513648.08
246,Integrated exuding architecture 2025,Facebook Ads,Conversion,2024-03-06,,95287834.56,18-24,Leads,Paused,8603313.0,242479,26604,183723213.22,8058636093.08,34612174.23,218335387.45,2.81843750192513,900.4300885849908,10.97167177363813,36.909436382251464,7840300705.63
247,Assimilated methodical complexity 2022,Telegram,Conversion,2025-01-10,2025-01-20,23707404.56,55+,Leads,Completed,8120755.0,207382,21538,152979321.2,6667268305.22,40394807.81,193374129.01,2.553728070850555,932.4537761715095,10.385665101117745,34.47859514276191,6473894176.21
248,Managed zero administration encryption 2024,TikTok,Traffic,2024-08-05,2024-12-30,35291661.91,18-24,Sales,Completed,4749110.0,133389,14192,84074960.51,4642604469.29,41949640.42,126024600.93,2.8087157383172845,944.7900571261499,10.639557984541453,36.838874592975074,4516579868.36
249,Implemented 5thgeneration standardization 2021,LinkedIn,Traffic,2024-08-11,,45138932.37,18-24,Brand Awareness,Active,681456.0,16319,1782,15720675.93,305059882.04,41542582.6,57263258.53,2.3947254114719074,3508.9931080335805,10.919786751639194,5.327323136530561,247796623.51000002
250,Fundamental non-volatile implementation 2024,Facebook Ads,Traffic,2024-02-16,2024-07-20,48476947.33,18-24,Brand Awareness,Paused,4495651.0,129069,14533,91990352.55,4341548653.01,37179572.84,129169925.39,2.8709746374885414,1000.7819491124902,11.259868752372762,33.61114160205369,4212378727.6200004
251,Multi-tiered local array 2020,Twitter,Engagement,2025-11-06,2025-12-06,85938823.55,55+,App Downloads,Completed,4344755.0,121727,11439,86559226.43,3528554735.52,37934129.99,124493356.42000002,2.801699980781425,1022.7259064956831,9.397257798187749,28.343317563194347,3404061379.1
252,Future-proofed maximized utilization 2022,Google Ads,Conversion,2024-04-09,2024-06-10,83129339.33,45-54,Leads,Active,1486854.0,43898,5412,33324225.23,1692620277.01,43705427.38,77029652.61,2.9524082391411666,1754.7417333363708,12.328579889744407,21.973619504422686,1615590624.4
253,Reactive systemic standardization 2023,TikTok,Traffic,2025-11-02,2025-12-04,68679158.44,55+,Leads,Cancelled,5928352.0,187069,20036,143353325.06,5932942231.72,40685762.26,184039087.32,3.1554975143176387,983.8032347422609,10.710486504979446,32.23740303278092,5748903144.400001
254,Right-sized local help-desk 2023,Email,Traffic,2025-03-22,2025-07-30,26981307.5,25-34,App Downloads,Completed,5348310.0,134012,13262,117595502.59,3632924007.6,42350000.72,159945503.31,2.5056887128831353,1193.5162769751962,9.8961287048921,22.713511367423763,3472978504.29
255,Reactive mission-critical protocol 2023,YouTube,Traffic,2025-01-09,2025-02-17,7924655.1,35-44,Leads,Completed,2482152.0,64747,6692,48752025.13,2186680596.86,38966518.55,87718543.68,2.6085026219184,1354.789313481706,10.335614005282098,24.928373239267167,2098962053.18
256,Monitored incremental throughput 2025,Instagram,Conversion,2024-11-27,2025-01-03,61568726.99,35-44,App Downloads,Active,2145711.0,50444,5339,42227442.57,1491336561.1399999,37636447.25,79863889.82,2.3509223749144224,1583.2188133375623,10.584013956070097,18.673477644292383,1411472671.32
257,Face-to-face scalable focus group 2024,TikTok,Traffic,2025-06-23,2025-11-29,7851615.52,55+,Leads,Completed,5007691.0,144794,12941,101700945.82,3769124689.82,41979359.51,143680305.32999998,2.8914323986843438,992.3084197549621,8.937525035567774,26.23271631531687,3625444384.4900002
258,Grass-roots static info-mediaries 2020,Telegram,Engagement,2024-10-19,,65703683.61,45-54,Brand Awareness,Paused,5355078.0,148757,17107,98981300.0,4823673848.97,31097848.09,130079148.09,2.7778680347886624,874.4405176899238,11.499963026949994,37.08260639616555,4693594700.88
259,Profit-focused methodical help-desk 2025,Facebook Ads,Traffic,2025-04-04,2025-09-05,49687150.97,35-44,Brand Awareness,Completed,8235333.0,245022,27030,175740861.47,8247408194.64,41905886.04,217646747.51,2.975253095412171,888.2743080621332,11.031662462962508,37.893551311907686,8029761447.13
260,Virtual bifurcated Graphical User Interface 2025,TikTok,Engagement,2024-07-26,2024-08-15,30492895.1,35-44,App Downloads,Active,1078209.0,32325,3509,27038901.61,1048426279.32,42449320.18,69488221.78999999,2.9980272841350795,2149.6743013147716,10.8553750966744,15.087827149879354,978938057.5300001
261,Reactive maximized data-warehouse 2020,Telegram,Traffic,2025-08-05,2025-11-07,3353931.0,18-24,Sales,Paused,1340586.0,33866,4486,29112235.32,1151308673.84,33545936.91,62658172.230000004,2.5262086878424808,1850.1793016594816,13.246323746530445,18.374437569194953,1088650501.61
262,Monitored non-volatile focus group 2022,YouTube,Traffic,2025-06-25,2025-07-15,64914609.29,55+,Sales,Completed,6605504.0,175673,20969,138817632.99,6128553857.76,36440095.03,175257728.02,2.659494264177268,997.6361081099543,11.936381800276651,34.96880809193546,5953296129.74
263,Focused mission-critical analyzer 2025,SMS,Traffic,2025-07-29,2025-08-26,39531869.45,55+,Leads,Paused,2201404.0,59489,5806,37195216.41,1842767141.6200001,37254336.44,74449552.85,2.7023208824913554,1251.4843559313485,9.759787523743887,24.7518899855958,1768317588.7700002
264,Proactive maximized definition 2024,Email,Traffic,2025-05-29,2025-09-22,51115864.27,35-44,Leads,Completed,5086874.0,143219,15009,113029833.18,4669612593.67,41727730.71,154757563.89000002,2.81546191236504,1080.5658738714837,10.479754781139373,30.173727708644403,4514855029.78
265,Synchronized hybrid core 2024,,Engagement,2024-06-18,,52704514.33,45-54,Sales,Completed,2970865.0,84498,7814,55139390.78,2696969967.52,42807104.13,97946494.91,2.8442221373236416,1159.1575529598333,9.247556155175271,27.535135075514056,2599023472.61
266,Enterprise-wide background system engine 2021,Telegram,Conversion,2025-09-01,2025-11-02,94624462.68,35-44,Brand Awareness,Paused,1699411.0,42486,3871,35169057.480000004,1170841211.47,41610527.67,76779585.15,2.5000426618398963,1807.173778421127,9.111236642658758,15.249381840011152,1094061626.32
267,Optional human-resource extranet 2023,Email,Engagement,2025-09-16,,68164543.95,25-34,App Downloads,Completed,7458325.0,219165,22973,150074736.38,6488101158.05,37190235.33,187264971.70999998,2.9385284229367854,854.4474332580475,10.482056897771086,34.64663518651809,6300836186.34
268,Reduced demand-driven utilization 2020,Email,Awareness,2023-11-24,2023-12-13,32337547.17,18-24,Brand Awareness,Completed,1727337.0,49226,5057,38976656.79,1534610626.19,41207985.09,80184641.88,2.8498202724772295,1628.9083386828097,10.273026449437289,19.13846081007153,1454425984.31
269,Multi-channeled needs-based process improvement 2025,YouTube,Awareness,2023-11-28,2023-12-21,28831697.91,55+,Brand Awareness,Active,3975590.0,118038,11289,81313312.49,3484554561.3,39085656.93,120398969.41999999,2.969068741998043,1020.0017741744183,9.563869262440909,28.94173079791467,3364155591.88
270,Proactive well-modulated functionalities 2024,Instagram,Engagement,2025-05-10,2025-06-04,34802397.3,45-54,Leads,Completed,953705.0,30233,3749,18612654.73,1228973087.13,38272273.81,56884928.54000001,3.1700578271058664,1881.5509059636822,12.400357225548241,21.604546558686774,1172088158.5900002
271,Integrated optimizing leverage 2023,YouTube,Conversion,2024-04-14,2024-10-05,71333181.59,55+,App Downloads,Completed,275209.0,10061,537,9354349.790000001,99074215.06,37886807.11,47241156.9,3.65576707157106,4695.473302852599,5.337441606202167,2.0972012872106442,51833058.160000004
272,Upgradable exuding structure 2024,Telegram,Awareness,2023-11-12,2024-01-07,78929109.17,55+,Brand Awareness,Paused,1177239.0,33162,3785,23208367.06,1074496203.05,39429064.68,62637431.739999995,2.8169301220907563,1888.8315463482297,11.413666244496714,17.154218702805327,1011858771.31
273,Organized national implementation 2024,Facebook Ads,Traffic,2024-03-02,,96424579.86,45-54,Brand Awareness,Cancelled,1149777.0,26019,2762,25676941.06,628651268.73,42950899.98,68627841.03999999,2.2629605566992557,2637.6048672124216,10.615319574157347,9.160294994032936,560023427.69
274,Public-key explicit info-mediaries 2020,YouTube,Conversion,2025-04-04,2025-08-09,96726302.64,55+,App Downloads,Cancelled,5753633.0,158809,15204,121775166.56,4527090664.15,49281845.25,171057011.81,2.760151716315587,1077.124166829336,9.573764711068012,26.465390785491003,4356033652.339999
275,Up-sized optimizing structure 2022,Email,Traffic,2024-05-29,2024-06-08,70159669.83,55+,Sales,Completed,365284.0,12662,1048,7206413.130000001,331372276.75,45842143.31,53048556.440000005,3.4663439953570374,4189.587461696415,8.276733533407045,6.246584242585282,278323720.31
276,Persevering executive time-frame 2023,LinkedIn,Conversion,2025-10-21,,53094046.73,55+,Brand Awareness,Active,4112232.0,124900,14310,78357709.29,4249505726.83,39908480.85,118266190.14000002,3.037279997821135,946.8870307445958,11.45716573258607,35.93170391131701,4131239536.69
277,Integrated tangible service-desk 2023,Facebook Ads,Conversion,2024-10-03,2024-11-08,54671347.78,45-54,Sales,Cancelled,5452902.0,153189,15017,107501190.11,4301796267.33,39758128.75,147259318.86,2.809311445538541,961.2917302156161,9.802923186390668,29.212387376446674,4154536948.47
278,Multi-layered system-worthy throughput 2022,Facebook Ads,Traffic,2025-07-18,2025-07-25,23709061.15,55+,Brand Awareness,Completed,5925041.0,158166,15972,125037583.42,4431605599.11,43859981.35,168897564.77,2.669449882287734,1067.8500105585272,10.098251204430788,26.238422117837143,4262708034.3399997
279,Stand-alone national contingency 2020,Twitter,Engagement,2024-08-04,,48388696.98,25-34,Brand Awareness,Active,8689898.0,232677,22703,170338240.81,6705134706.99,37303893.45,207642134.26,2.6775573200053673,892.4050690871895,9.757303042415021,32.29178283533792,6497492572.73
280,Re-contextualized motivating encryption 2020,LinkedIn,Awareness,2024-08-13,2024-11-29,52597347.27,45-54,Sales,Completed,3597907.0,97600,10894,76369867.83,3582711255.31,37788937.09,114158804.92,2.7126882379116526,1169.6598864754098,11.16188524590164,31.383573591372876,3468552450.39
281,Re-engineered stable knowledge user 2021,Google Ads,Awareness,2025-02-12,,51048145.58,55+,App Downloads,Completed,5742937.0,140232,14355,124455306.44,4220957733.02,46081960.339999996,170537266.78,2.441816791652076,1216.108069342233,10.236607906897142,24.750940440866845,4050420466.24
282,Sharable client-server success 2020,Instagram,Traffic,2025-09-01,2026-01-14,16757713.98,55+,Leads,Completed,5618102.0,149565,15038,119895306.5,4376260989.74,41244724.87,161140031.37,2.66219801634075,1077.3913106007421,10.054491358272323,27.158124226074484,4215120958.37
283,Team-oriented encompassing help-desk 2020,Email,Conversion,2025-03-16,2025-06-09,1876578.88,35-44,Sales,Completed,4831003.0,143417,16318,103885245.57000001,5190603669.6,40945396.7,144830642.27,2.968679588896964,1009.8568668288976,11.3780095804542,35.83912622525995,5045773027.33
284,Managed eco-centric circuit 2020,Facebook Ads,Traffic,2024-03-07,2024-08-01,3248082.39,25-34,Brand Awareness,Paused,2582611.0,71652,7932,64162239.35,2416830073.79,47968707.33,112130946.68,2.7744015649278966,1564.938127058561,11.07017250041869,21.553640144385515,2304699127.11
285,Managed human-resource product 2022,Twitter,Engagement,2025-08-23,2025-12-29,87107608.65,35-44,Sales,Paused,9137177.0,232002,25480,185275779.28,6534987933.55,34023469.45,219299248.73000002,2.539099330132272,945.2472337738469,10.98266394255222,29.799408668270633,6315688684.82
286,Team-oriented discrete projection 2020,Email,Conversion,2024-02-13,2024-08-07,8892153.2,35-44,App Downloads,Completed,6339012.0,181414,19625,124748666.67,6058068720.6,34616201.85,159364868.52,2.8618655399295663,878.4595925342036,10.817797964875918,38.01382812197234,5898703852.08
287,Virtual dynamic support 2022,TikTok,Traffic,2024-06-27,2024-11-30,52794202.18,25-34,Sales,Completed,4665809.0,134555,13707,86997757.22,4315616817.04,34791208.84,121788966.06,2.8838514392680885,905.1240463750883,10.186912414997584,35.4352036695499,4193827850.98
288,Monitored leadingedge strategy 2024,Facebook Ads,Engagement,2024-02-28,2024-03-12,14475119.76,45-54,Brand Awareness,Completed,6576370.0,186679,20531,156638159.57,6451480621.91,39685484.73,196323644.29999998,2.838632862810335,1051.6643237857497,10.99802334488614,32.86145509835567,6255156977.61
289,Switchable motivating core 2025,SMS,Traffic,2024-04-28,2024-08-22,6234639.98,18-24,App Downloads,Completed,3262972.0,77641,7953,71600947.84,2106722194.25,39624143.67,111225091.51,2.3794565200069138,1432.5561431460183,10.243299287747453,18.941069552283437,1995497102.74
290,Cross-platform composite Graphical User Interface 2022,LinkedIn,Traffic,2024-10-12,2025-01-12,45907453.8,45-54,Sales,Completed,4260746.0,117912,14687,94792785.9,3911936677.91,49496123.91,144288909.81,2.767402703657998,1223.6999610726643,12.4558993147432,27.111831970047096,3767647768.1
291,Seamless empowering infrastructure 2022,Google Ads,Engagement,2024-07-09,2024-12-17,59437805.49,25-34,Leads,Active,8179726.0,215817,21101,182941073.86,6850374454.01,43997235.99,226938309.85000002,2.6384380112487875,1051.5312039830042,9.777264997660055,30.186064479540317,6623436144.16
292,Persistent multi-state definition 2025,Email,Conversion,2024-08-30,2025-01-01,29218052.46,25-34,Sales,Completed,3535052.0,99532,8635,70699264.27,2474889161.24,38271966.51,108971230.78,2.8155738586023626,1094.8361409395973,8.675601816501226,22.711399545780186,2365917930.4599996
293,Realigned system-worthy strategy 2023,Telegram,Traffic,2025-02-15,2025-08-13,70587870.78,25-34,App Downloads,Completed,837758.0,20911,2083,12180493.07,574007125.86,41434955.87,53615448.94,2.496066883276555,2563.9830204198747,9.961264406293338,10.706002415504535,520391676.92
294,Quality-focused human-resource algorithm 2021,SMS,Engagement,2024-04-18,2024-09-03,90527458.45,45-54,App Downloads,Paused,947445.0,26058,2959,19885304.66,885661387.77,40982291.86,60867596.519999996,2.750344347165271,2335.850660833525,11.355437869368332,14.550621979610902,824793791.25
295,Streamlined dynamic challenge 2024,Email,Traffic,2024-05-07,2024-09-02,53459817.07,18-24,App Downloads,Completed,6340037.0,161244,15808,128872899.94,4927755335.82,41314253.43,170187153.37,2.5432659146941887,1055.4634800054575,9.803775644365063,28.95491955909668,4757568182.45
296,Enterprise-wide 3rdgeneration encryption 2021,SMS,Traffic,2024-05-01,2024-08-16,23728239.32,55+,App Downloads,Completed,4914554.0,127558,13640,105874626.87,4050680303.72,39349940.49,145224567.36,2.5955152797181595,1138.4983094749057,10.693174869471141,27.892527947276918,3905455736.3599997
297,Total modular core 2021,TikTok,Conversion,2025-05-15,2025-11-01,24813704.1,35-44,App Downloads,Active,8340259.0,223621,22136,179700342.8,6951181126.65,38232644.6,217932987.4,2.681223688616864,974.5640498879801,9.898891427907039,31.895956686408454,6733248139.25
298,Profit-focused value-added alliance 2023,Twitter,Engagement,2023-12-10,2024-03-17,18712913.47,18-24,Brand Awareness,Active,6949599.0,200117,20832,152301927.92,6286936585.04,34291602.47,186593530.39,2.8795474386363877,932.4221849717915,10.409910202531519,33.69321847279295,6100343054.65
299,Progressive cohesive flexibility 2025,Telegram,Engagement,2024-05-25,2024-10-15,38984127.65,45-54,Sales,Completed,4802654.0,141934,13460,100801917.34,4095877357.77,38048886.1,138850803.44,2.955324285280597,978.2772516803584,9.483280961573689,29.498405888158253,3957026554.33
