performance_id,campaign_id,date,impressions,clicks,conversions,cost_uzs,revenue_uzs,ctr,cpc,roas
19781,206,2025-01-07,12350.0,535,33,370528.2,8472007.93,4.33,692.58,22.86
19782,206,2025-01-08,88554.0,4080,94,900014.78,43941547.1,4.61,220.59,48.82
19783,206,2025-01-09,12973.0,331,36,1730796.64,16921068.18,2.55,5228.99,9.78
19784,206,2025-01-10,78555.0,3895,758,926306.98,151099486.92,4.96,237.82,163.12
19785,206,2025-01-11,78693.0,3286,601,115136.97,140011075.9,4.18,35.04,1216.04
19786,206,2025-01-12,26642.0,978,88,859922.4,20740571.07,3.67,879.27,24.12
19787,206,2025-01-13,38009.0,1399,42,1989244.98,17514056.04,3.68,1421.9,8.8
19788,206,2025-01-14,4236.0,85,14,1680592.48,6817967.0,2.01,19771.68,4.06
19789,206,2025-01-15,70401.0,2145,138,1382794.99,50515042.61,3.05,644.66,36.53
19790,206,2025-01-16,90568.0,2255,65,307561.04,8521725.74,2.49,136.39,27.71
19791,206,2025-01-17,47327.0,1240,136,687908.65,49763385.26,2.62,554.77,72.34
19792,206,2025-01-18,28257.0,1183,214,1495787.47,85312655.92,4.19,1264.4,57.04
19793,206,2025-01-19,68895.0,1186,67,1369246.81,26175795.17,1.72,1154.51,19.12
19794,206,2025-01-20,24813.0,1022,176,1403992.67,51080511.82,4.12,1373.77,36.38
19795,206,2025-01-21,78974.0,3514,356,799745.57,36402796.94,4.45,227.59,45.52
19796,206,2025-01-22,95457.0,4762,534,266840.27,53530875.66,4.99,56.04,200.61
19797,206,2025-01-23,90408.0,1637,76,508564.67,25911528.46,1.81,310.67,50.95
19798,206,2025-01-24,26101.0,292,34,846730.57,12708591.1,1.12,2899.76,15.01
19799,206,2025-01-25,12429.0,217,24,1894540.31,7382485.7,1.75,8730.6,3.9
19800,206,2025-01-26,68869.0,2777,55,106307.98,16344782.09,4.03,38.28,153.75
19801,206,2025-01-27,45147.0,1187,205,609973.12,65263094.09,2.63,513.88,106.99
19802,206,2025-01-28,29591.0,1478,242,1560675.92,86012416.18,4.99,1055.94,55.11
19803,206,2025-01-29,70142.0,513,60,1933046.76,25556815.87,0.73,3768.12,13.22
19804,206,2025-01-30,16070.0,256,41,1128754.55,7169651.58,1.59,4409.2,6.35
19805,206,2025-01-31,9212.0,123,5,1812007.3,2102122.82,1.34,14731.77,1.16
19806,206,2025-02-01,90295.0,3190,595,423597.71,218251202.99,3.53,132.79,515.23
19807,206,2025-02-02,68956.0,1016,51,440029.99,13921513.59,1.47,433.1,31.64
19808,206,2025-02-03,5886.0,147,15,1189655.08,4188091.81,2.5,8092.89,3.52
19809,206,2025-02-04,48565.0,1738,292,429465.6,55170057.72,3.58,247.1,128.46
19810,206,2025-02-05,51110.0,2515,213,237312.63,88351128.72,4.92,94.36,372.3
19811,206,2025-02-06,30998.0,757,141,1679320.25,20329722.37,2.44,2218.39,12.11
19812,206,2025-02-07,82713.0,2491,204,924983.01,95669564.0,3.01,371.33,103.43
19813,206,2025-02-08,32207.0,441,36,1490062.38,5830723.38,1.37,3378.83,3.91
19814,206,2025-02-09,76957.0,2863,56,558437.08,25590526.0,3.72,195.05,45.83
19815,206,2025-02-10,86387.0,3565,184,425144.66,76585901.91,4.13,119.26,180.14
19816,206,2025-02-11,40865.0,1569,270,993767.21,37686061.43,3.84,633.38,37.92
19817,206,2025-02-12,9606.0,415,12,224483.22,2471365.94,4.32,540.92,11.01
19818,206,2025-02-13,72207.0,1217,157,719456.05,64496086.23,1.69,591.17,89.65
19819,206,2025-02-14,5521.0,187,18,822441.55,5192532.53,3.39,4398.08,6.31
19820,206,2025-02-15,77066.0,1301,251,513772.88,81125824.44,1.69,394.91,157.9
19821,206,2025-02-16,19166.0,555,104,121903.14,33768056.31,2.9,219.65,277.01
19822,206,2025-02-17,94770.0,1258,57,1995255.79,16742746.96,1.33,1586.05,8.39
19823,206,2025-02-18,26399.0,589,77,337659.15,32631770.18,2.23,573.28,96.64
19824,206,2025-02-19,90513.0,3142,235,1249431.03,69179737.64,3.47,397.65,55.37
19825,206,2025-02-20,7406.0,354,37,1522402.45,15954826.03,4.78,4300.57,10.48
19826,206,2025-02-21,92518.0,2543,252,1209586.06,102940830.12,2.75,475.65,85.1
19827,206,2025-02-22,30324.0,502,71,1540893.77,27752794.11,1.66,3069.51,18.01
19828,206,2025-02-23,96590.0,1881,225,1537510.8,49275051.7,1.95,817.39,32.05
19829,206,2025-02-24,28719.0,836,96,504303.31,44256628.78,2.91,603.23,87.76
19830,206,2025-02-25,34639.0,849,151,967421.93,70550944.84,2.45,1139.48,72.93
19831,206,2025-02-26,33979.0,724,118,1286855.45,12135514.12,2.13,1777.42,9.43
19832,206,2025-02-27,7511.0,132,13,759385.23,4099990.85,1.76,5752.92,5.4
19833,206,2025-02-28,49669.0,724,110,771517.71,43154564.79,1.46,1065.63,55.93
19834,206,2025-03-01,72815.0,1920,100,874323.11,14767746.46,2.64,455.38,16.89
19835,206,2025-03-02,12537.0,595,37,320898.89,12372416.44,4.75,539.33,38.56
19836,206,2025-03-03,95660.0,1724,57,1390208.23,6556712.73,1.8,806.39,4.72
19837,206,2025-03-04,49075.0,855,10,1247650.36,3569317.55,1.74,1459.24,2.86
19838,206,2025-03-05,55874.0,1942,321,1921527.33,156621948.6,3.48,989.46,81.51
19839,206,2025-03-06,98922.0,4525,625,158078.91,267607675.94,4.57,34.93,1692.87
19840,206,2025-03-07,24577.0,1099,78,502366.97,18372248.49,4.47,457.11,36.57
19841,206,2025-03-08,32131.0,1258,28,464026.71,10634415.76,3.92,368.86,22.92
19842,206,2025-03-09,41748.0,1873,210,1760995.25,59083454.05,4.49,940.2,33.55
19843,206,2025-03-10,41026.0,1480,78,1856455.33,37424787.2,3.61,1254.36,20.16
19844,206,2025-03-11,36320.0,1414,58,269841.09,22409706.74,3.89,190.84,83.05
19845,206,2025-03-12,44037.0,763,80,1811397.4,30396507.37,1.73,2374.05,16.78
19846,206,2025-03-13,55910.0,1136,11,1863591.99,1147069.37,2.03,1640.49,0.62
19847,206,2025-03-14,64761.0,2981,473,1447749.81,72901370.7,4.6,485.66,50.35
19848,206,2025-03-15,98325.0,1283,160,185048.94,52373824.95,1.3,144.23,283.03
19849,206,2025-03-16,24521.0,770,77,811135.69,24607282.04,3.14,1053.42,30.34
19850,206,2025-03-17,52391.0,959,113,1071795.64,39213937.36,1.83,1117.62,36.59
19851,206,2025-03-18,30369.0,1143,117,1578248.69,15973035.43,3.76,1380.8,10.12
19852,206,2025-03-19,69486.0,1418,54,918523.04,12405678.98,2.04,647.76,13.51
19853,206,2025-03-20,18388.0,513,13,441431.4,1651187.69,2.79,860.49,3.74
19854,206,2025-03-21,21659.0,895,140,1245102.34,56947934.93,4.13,1391.18,45.74
19855,206,2025-03-22,2517.0,29,4,1659546.76,450258.03,1.15,57225.75,0.27
19856,206,2025-03-23,98552.0,1415,104,867911.24,25809755.2,1.44,613.36,29.74
19857,206,2025-03-24,42229.0,1306,139,594410.01,48504774.04,3.09,455.14,81.6
19858,206,2025-03-25,15926.0,89,5,1851220.57,2043793.21,0.56,20800.23,1.1
19859,206,2025-03-26,16038.0,552,40,937279.1,7831067.08,3.44,1697.97,8.36
19860,206,2025-03-27,90042.0,2568,97,1252149.48,18939148.48,2.85,487.6,15.13
19861,206,2025-03-28,20189.0,414,69,1135043.91,22775189.56,2.05,2741.65,20.07
19862,206,2025-03-29,89438.0,839,10,1288107.83,1455866.31,0.94,1535.29,1.13
19863,206,2025-03-30,75490.0,2873,491,522803.61,67620087.12,3.81,181.97,129.34
19864,206,2025-03-31,83436.0,1470,18,776132.51,5299301.35,1.76,527.98,6.83
19865,206,2025-04-01,20202.0,1004,194,746496.51,39829186.67,4.97,743.52,53.35
19866,206,2025-04-02,72956.0,1545,283,246431.91,39591176.85,2.12,159.5,160.66
19867,206,2025-04-03,23808.0,822,159,1577616.09,22067402.64,3.45,1919.24,13.99
19868,206,2025-04-04,71479.0,2711,27,527713.98,3945195.11,3.79,194.66,7.48
19869,206,2025-04-05,83448.0,2798,281,362283.9,101162422.38,3.35,129.48,279.24
19870,206,2025-04-06,48639.0,1803,340,326756.62,35112904.46,3.71,181.23,107.46
19871,206,2025-04-07,75400.0,2492,202,1233490.99,69249432.9,3.31,494.98,56.14
19872,206,2025-04-08,89556.0,2629,50,903972.72,11055685.38,2.94,343.85,12.23
19873,206,2025-04-09,37813.0,697,103,414672.91,27972478.97,1.84,594.94,67.46
19874,206,2025-04-10,75688.0,1161,230,1091615.67,24354425.08,1.53,940.24,22.31
19875,206,2025-04-11,87966.0,2223,312,1922163.36,140433566.48,2.53,864.67,73.06
19876,206,2025-04-12,68751.0,1351,32,1720293.12,15832280.23,1.97,1273.35,9.2
19877,206,2025-04-13,83217.0,1311,223,949540.27,82459283.14,1.58,724.29,86.84
19878,206,2025-04-14,18161.0,208,13,346438.94,3186678.48,1.15,1665.57,9.2
19879,206,2025-04-15,69064.0,2674,448,1770262.26,112920538.12,3.87,662.03,63.79
19880,206,2025-04-16,56833.0,1788,113,1171923.32,29984071.49,3.15,655.44,25.59
19881,206,2025-04-17,57036.0,2517,398,114646.01,194845268.21,4.41,45.55,1699.54
19882,206,2025-04-18,72053.0,1360,14,1719318.63,6576390.23,1.89,1264.2,3.82
19883,206,2025-04-19,5904.0,65,3,1807031.1,764023.72,1.1,27800.48,0.42
19884,206,2025-04-20,73902.0,1529,216,793790.13,65747421.84,2.07,519.16,82.83
19885,206,2025-04-21,69043.0,2663,464,369833.78,112294381.1,3.86,138.88,303.63
19886,206,2025-04-22,80051.0,3917,206,235124.63,73215530.94,4.89,60.03,311.39
19887,206,2025-04-23,20568.0,698,112,1503617.58,42149570.39,3.39,2154.18,28.03
19888,206,2025-04-24,91704.0,4005,239,1834766.66,75223978.49,4.37,458.12,41.0
19889,206,2025-04-25,51103.0,2229,228,460777.77,93226399.63,4.36,206.72,202.32
19890,206,2025-04-26,66112.0,2262,90,771862.28,22048855.78,3.42,341.23,28.57
19891,206,2025-04-27,13829.0,185,29,1820361.82,7311121.93,1.34,9839.79,4.02
19892,206,2025-04-28,18598.0,651,70,92007.41,10942364.07,3.5,141.33,118.93
19893,207,2025-03-24,86872.0,573,78,201711.53,25885065.48,0.66,352.03,128.33
19894,207,2025-03-25,5752.0,47,6,975488.54,1321610.97,0.82,20755.08,1.35
19895,207,2025-03-26,70552.0,2372,468,125765.0,51180923.82,3.36,53.02,406.96
19896,207,2025-03-27,78172.0,2112,140,408292.61,46451196.71,2.7,193.32,113.77
19897,207,2025-03-28,22090.0,870,134,1277388.85,64447159.13,3.94,1468.26,50.45
19898,207,2025-03-29,56501.0,1131,142,1759967.35,46721951.75,2.0,1556.12,26.55
19899,207,2025-03-30,4365.0,73,13,1459154.87,4402305.03,1.67,19988.42,3.02
19900,207,2025-03-31,24473.0,849,84,408873.13,16144419.75,3.47,481.59,39.49
19901,207,2025-04-01,44363.0,2028,245,1697397.74,89851253.96,4.57,836.98,52.93
19902,207,2025-04-02,50448.0,1261,156,1169214.65,57846158.06,2.5,927.21,49.47
19903,207,2025-04-03,80979.0,2823,323,1698945.76,49601621.99,3.49,601.82,29.2
19904,207,2025-04-04,62918.0,1725,36,952822.55,7908741.97,2.74,552.36,8.3
19905,207,2025-04-05,26525.0,571,87,1909094.42,18966894.98,2.15,3343.42,9.94
19906,207,2025-04-06,47491.0,1124,198,1922540.63,36430601.42,2.37,1710.45,18.95
19907,207,2025-04-07,31730.0,1076,91,741971.39,29369157.36,3.39,689.56,39.58
19908,207,2025-04-08,89658.0,518,57,1514459.93,6485611.48,0.58,2923.67,4.28
19909,207,2025-04-09,85384.0,1065,48,852432.08,12717744.46,1.25,800.41,14.92
19910,207,2025-04-10,14058.0,574,100,1296809.53,16556524.84,4.08,2259.25,12.77
19911,207,2025-04-11,87922.0,844,11,618468.22,1883684.32,0.96,732.78,3.05
19912,207,2025-04-12,82023.0,1743,36,1846278.8,15488679.53,2.13,1059.25,8.39
19913,207,2025-04-13,8144.0,98,8,944395.92,1178582.53,1.2,9636.69,1.25
19914,207,2025-04-14,56044.0,1030,154,797920.83,62547432.74,1.84,774.68,78.39
19915,207,2025-04-15,38636.0,1070,174,775480.06,27021411.58,2.77,724.75,34.84
19916,207,2025-04-16,22547.0,971,65,80686.92,17788901.53,4.31,83.1,220.47
19917,207,2025-04-17,72613.0,714,36,894805.33,17789392.98,0.98,1253.23,19.88
19918,207,2025-04-18,87888.0,969,46,1161357.79,15511785.12,1.1,1198.51,13.36
19919,207,2025-04-19,78572.0,3711,590,1742758.22,279775089.37,4.72,469.62,160.54
19920,207,2025-04-20,5544.0,36,7,1956735.89,2107118.02,0.65,54353.77,1.08
19921,208,2024-03-22,19360.0,666,114,1530306.08,45428114.85,3.44,2297.76,29.69
19922,208,2024-03-23,18180.0,738,90,982778.11,25569787.06,4.06,1331.68,26.02
19923,208,2024-03-24,50872.0,1178,47,943852.47,12278722.56,2.32,801.23,13.01
19924,208,2024-03-25,10364.0,459,38,1428946.2,14142668.46,4.43,3113.17,9.9
19925,208,2024-03-26,36905.0,1433,50,1135823.19,24721613.87,3.88,792.62,21.77
19926,208,2024-03-27,31846.0,963,142,385823.89,28971648.91,3.02,400.65,75.09
19927,208,2024-03-28,15944.0,400,28,1615189.15,5338751.88,2.51,4037.97,3.31
19928,208,2024-03-29,31667.0,1000,152,694977.18,39248934.46,3.16,694.98,56.48
19929,208,2024-03-30,44739.0,318,3,118149.87,1349327.32,0.71,371.54,11.42
19930,208,2024-03-31,59843.0,2346,95,1688736.7,40334186.44,3.92,719.84,23.88
19931,208,2024-04-01,61493.0,511,59,372163.5,22368357.93,0.83,728.3,60.1
19932,208,2024-04-02,39020.0,1295,110,755525.39,38551910.89,3.32,583.42,51.03
19933,208,2024-04-03,59609.0,789,43,868521.86,6455838.93,1.32,1100.79,7.43
19934,208,2024-04-04,19696.0,646,83,259597.12,19555386.02,3.28,401.85,75.33
19935,208,2024-04-05,80969.0,844,157,1242196.13,62666836.88,1.04,1471.8,50.45
19936,208,2024-04-06,54283.0,1431,134,145209.5,27221502.89,2.64,101.47,187.46
19937,208,2024-04-07,2586.0,125,20,1998789.6,4050088.9,4.83,15990.32,2.03
19938,208,2024-04-08,19035.0,201,23,1710992.81,5467833.93,1.06,8512.4,3.2
19939,208,2024-04-09,69358.0,1216,20,789530.33,3539981.16,1.75,649.28,4.48
19940,208,2024-04-10,41999.0,1535,26,624200.39,12296037.91,3.65,406.65,19.7
19941,208,2024-04-11,9325.0,238,39,1237268.58,13173477.03,2.55,5198.61,10.65
19942,208,2024-04-12,18461.0,690,118,784269.32,23207184.91,3.74,1136.62,29.59
19943,208,2024-04-13,70734.0,3126,462,1074423.57,52106504.15,4.42,343.71,48.5
19944,208,2024-04-14,90966.0,2623,402,312099.98,61289421.01,2.88,118.99,196.38
19945,208,2024-04-15,38273.0,1335,234,718910.71,80318863.65,3.49,538.51,111.72
19946,208,2024-04-16,28713.0,842,39,1519426.77,9337048.1,2.93,1804.54,6.15
19947,208,2024-04-17,40079.0,1170,47,847871.89,5390696.07,2.92,724.68,6.36
19948,208,2024-04-18,16582.0,212,27,1256962.41,12022070.7,1.28,5929.07,9.56
19949,208,2024-04-19,25565.0,1121,57,1474826.58,15459494.32,4.38,1315.63,10.48
19950,208,2024-04-20,77652.0,3779,441,586862.67,179307893.79,4.87,155.3,305.54
19951,208,2024-04-21,8831.0,191,26,1435219.3,11030483.25,2.16,7514.24,7.69
19952,208,2024-04-22,4952.0,116,12,1373808.31,3582713.15,2.34,11843.18,2.61
19953,209,2025-08-29,76707.0,1585,143,1468281.05,31186956.38,2.07,926.36,21.24
19954,209,2025-08-30,6898.0,157,22,882411.11,10992386.63,2.28,5620.45,12.46
19955,209,2025-08-31,76404.0,433,30,874974.17,10315504.98,0.57,2020.73,11.79
19956,209,2025-09-01,46027.0,1459,261,1410157.46,96941882.41,3.17,966.52,68.75
19957,209,2025-09-02,56375.0,1961,287,760030.6,85715738.26,3.48,387.57,112.78
19958,209,2025-09-03,64720.0,1127,189,563634.79,62584970.66,1.74,500.12,111.04
19959,209,2025-09-04,29788.0,1391,144,1454982.16,44412202.51,4.67,1046.0,30.52
19960,209,2025-09-05,35850.0,410,63,1493711.81,11669028.37,1.14,3643.2,7.81
19961,209,2025-09-06,79506.0,3762,491,1393764.71,86137145.91,4.73,370.49,61.8
19962,209,2025-09-07,2892.0,40,7,1623068.11,3201013.92,1.38,40576.7,1.97
19963,209,2025-09-08,89668.0,496,28,985431.33,11538080.39,0.55,1986.76,11.71
19964,209,2025-09-09,71506.0,1551,124,1087752.05,57195936.46,2.17,701.32,52.58
19965,209,2025-09-10,17758.0,544,102,1408575.45,39072698.85,3.06,2589.29,27.74
19966,209,2025-09-11,42889.0,1647,148,1310494.63,17577361.08,3.84,795.69,13.41
19967,209,2025-09-12,24157.0,293,37,1134383.49,15120798.76,1.21,3871.62,13.33
19968,209,2025-09-13,8494.0,290,4,1402961.38,1515525.56,3.41,4837.8,1.08
19969,209,2025-09-14,71406.0,1288,210,1491009.27,77051809.2,1.8,1157.62,51.68
19970,209,2025-09-15,90756.0,4049,382,1344859.66,38226883.14,4.46,332.15,28.42
19971,209,2025-09-16,32068.0,589,9,1176711.46,2833182.71,1.84,1997.81,2.41
19972,209,2025-09-17,29339.0,1004,12,587057.72,4165191.25,3.42,584.72,7.1
19973,209,2025-09-18,46563.0,1437,103,1517573.14,45937971.03,3.09,1056.07,30.27
19974,209,2025-09-19,22713.0,357,37,191770.92,13260951.99,1.57,537.17,69.15
19975,209,2025-09-20,1133.0,44,3,1361189.14,1256522.91,3.88,30936.12,0.92
19976,209,2025-09-21,95853.0,2200,158,759164.76,67056066.63,2.3,345.07,88.33
19977,209,2025-09-22,12609.0,382,66,1323743.87,22501342.29,3.03,3465.3,17.0
19978,209,2025-09-23,71578.0,3071,44,896792.56,16928541.49,4.29,292.02,18.88
19979,209,2025-09-24,41141.0,1636,224,1133898.17,94077652.6,3.98,693.09,82.97
19980,209,2025-09-25,50548.0,1477,100,1057475.71,16214167.0,2.92,715.96,15.33
19981,209,2025-09-26,48177.0,677,135,833230.31,53678325.73,1.41,1230.77,64.42
19982,209,2025-09-27,77804.0,820,135,1928101.72,54183533.8,1.05,2351.34,28.1
19983,209,2025-09-28,79099.0,2589,365,1977339.12,83647013.36,3.27,763.75,42.3
19984,209,2025-09-29,90076.0,4492,126,531790.4,48555603.74,4.99,118.39,91.31
19985,209,2025-09-30,51698.0,702,8,1545888.12,3709960.34,1.36,2202.12,2.4
19986,209,2025-10-01,46752.0,1958,157,434060.97,48158655.7,4.19,221.69,110.95
19987,209,2025-10-02,39121.0,446,68,1120925.0,33619629.85,1.14,2513.28,29.99
19988,209,2025-10-03,37346.0,249,10,966656.66,4342585.73,0.67,3882.16,4.49
19989,209,2025-10-04,76192.0,1706,261,670366.33,104397347.17,2.24,392.95,155.73
19990,209,2025-10-05,77281.0,2585,248,1295747.99,46828046.06,3.34,501.26,36.14
19991,209,2025-10-06,37023.0,298,26,1397692.9,10152825.94,0.8,4690.24,7.26
19992,209,2025-10-07,50385.0,444,22,1629444.98,5342237.84,0.88,3669.92,3.28
19993,209,2025-10-08,92491.0,850,143,1644484.03,19847735.83,0.92,1934.69,12.07
19994,209,2025-10-09,57439.0,625,69,516783.77,30658117.81,1.09,826.85,59.32
19995,209,2025-10-10,10833.0,154,11,1816601.32,1164342.33,1.42,11796.11,0.64
19996,209,2025-10-11,98231.0,3731,250,988359.95,44576901.15,3.8,264.9,45.1
19997,209,2025-10-12,39389.0,1610,27,1997410.28,8694307.41,4.09,1240.63,4.35
19998,209,2025-10-13,27398.0,661,12,1154245.84,4104744.04,2.41,1746.21,3.56
19999,209,2025-10-14,49909.0,655,57,862769.45,23923070.65,1.31,1317.21,27.73
20000,209,2025-10-15,68892.0,1308,77,967222.54,11724890.67,1.9,739.47,12.12
20001,209,2025-10-16,56204.0,2002,397,1931691.21,145488645.54,3.56,964.88,75.32
20002,209,2025-10-17,98097.0,3727,145,1263026.39,55873352.67,3.8,338.89,44.24
20003,209,2025-10-18,52311.0,2244,223,423613.28,23104426.57,4.29,188.78,54.54
20004,209,2025-10-19,14464.0,140,3,1820302.81,1280838.21,0.97,13002.16,0.7
20005,209,2025-10-20,79738.0,1013,180,1072641.2,89216058.31,1.27,1058.88,83.17
20006,209,2025-10-21,80898.0,1915,235,1369797.55,96294688.14,2.37,715.3,70.3
20007,209,2025-10-22,24052.0,820,115,499328.1,28869880.48,3.41,608.94,57.82
20008,209,2025-10-23,5323.0,129,10,198508.72,1785093.15,2.42,1538.83,8.99
20009,209,2025-10-24,26056.0,561,90,328838.84,20471615.54,2.15,586.17,62.25
20010,209,2025-10-25,6959.0,328,59,770752.47,17946621.96,4.71,2349.86,23.28
20011,209,2025-10-26,87572.0,2413,460,178866.37,171454547.28,2.76,74.13,958.56
20012,209,2025-10-27,80591.0,1334,92,750673.55,15600814.84,1.66,562.72,20.78
20013,209,2025-10-28,86556.0,3862,397,1677233.53,58712715.79,4.46,434.29,35.01
20014,209,2025-10-29,6347.0,224,14,762150.54,3647861.77,3.53,3402.46,4.79
20015,209,2025-10-30,47956.0,2127,219,1625412.76,91646342.22,4.44,764.18,56.38
20016,209,2025-10-31,36612.0,387,27,1219798.61,10826045.92,1.06,3151.93,8.88
20017,209,2025-11-01,42518.0,1387,69,1000579.19,16445548.89,3.26,721.4,16.44
20018,209,2025-11-02,99407.0,1302,61,798762.74,10971525.63,1.31,613.49,13.74
20019,209,2025-11-03,32972.0,760,44,376844.98,10794093.77,2.3,495.85,28.64
20020,209,2025-11-04,53714.0,2256,370,1138521.64,44942025.2,4.2,504.66,39.47
20021,209,2025-11-05,54054.0,1135,28,614503.49,9035732.71,2.1,541.41,14.7
20022,209,2025-11-06,32792.0,1116,60,1016836.73,6351967.83,3.4,911.14,6.25
20023,209,2025-11-07,81290.0,3840,144,69606.14,30216989.22,4.72,18.13,434.11
20024,209,2025-11-08,14583.0,96,1,1727688.5,380583.74,0.66,17996.76,0.22
20025,209,2025-11-09,80251.0,3958,725,1847233.65,149344473.06,4.93,466.71,80.85
20026,209,2025-11-10,35649.0,952,65,1382345.13,8623514.25,2.67,1452.04,6.24
20027,209,2025-11-11,81758.0,2635,81,936619.87,18382102.73,3.22,355.45,19.63
20028,209,2025-11-12,67154.0,1493,87,885584.06,10373838.7,2.22,593.16,11.71
20029,209,2025-11-13,32828.0,1123,211,604354.07,74199878.16,3.42,538.16,122.78
20030,209,2025-11-14,68812.0,3101,563,151357.36,271813790.12,4.51,48.81,1795.84
20031,209,2025-11-15,78005.0,2216,94,1047785.79,39603546.14,2.84,472.83,37.8
20032,209,2025-11-16,51842.0,2000,30,314257.28,5429243.46,3.86,157.13,17.28
20033,209,2025-11-17,30568.0,629,83,469978.32,33568392.39,2.06,747.18,71.43
20034,209,2025-11-18,51721.0,2331,435,775624.47,189475457.75,4.51,332.74,244.29
20035,209,2025-11-19,39099.0,596,85,732044.32,32987583.32,1.52,1228.26,45.06
20036,209,2025-11-20,16124.0,640,12,1927131.33,2984724.11,3.97,3011.14,1.55
20037,209,2025-11-21,61778.0,2567,150,1488369.52,52131784.92,4.16,579.81,35.03
20038,209,2025-11-22,23889.0,168,20,1256882.25,9283075.93,0.7,7481.44,7.39
20039,209,2025-11-23,84356.0,1346,219,1612831.38,44699053.22,1.6,1198.24,27.71
20040,209,2025-11-24,59083.0,1812,173,1276743.58,61058548.27,3.07,704.6,47.82
20041,209,2025-11-25,48212.0,1955,27,155884.75,10934037.33,4.06,79.74,70.14
20042,209,2025-11-26,10246.0,189,19,1537288.58,7438050.26,1.84,8133.8,4.84
20043,209,2025-11-27,68531.0,1772,52,1604394.89,24308670.27,2.59,905.41,15.15
20044,209,2025-11-28,82821.0,727,101,841547.77,37689185.0,0.88,1157.56,44.79
20045,209,2025-11-29,75067.0,3174,487,815745.0,119605165.84,4.23,257.01,146.62
20046,209,2025-11-30,19530.0,939,46,425327.83,5344798.71,4.81,452.96,12.57
20047,209,2025-12-01,31899.0,1277,223,1982136.62,87085400.82,4.0,1552.18,43.94
20048,209,2025-12-02,53530.0,1992,94,370540.78,26772697.66,3.72,186.01,72.25
20049,209,2025-12-03,62661.0,2908,83,531947.31,19547736.38,4.64,182.93,36.75
20050,209,2025-12-04,82458.0,692,87,210257.18,36091037.9,0.84,303.84,171.65
20051,209,2025-12-05,89396.0,2881,441,891430.7,80994538.13,3.22,309.42,90.86
20052,209,2025-12-06,72215.0,3344,162,1020973.71,79731363.1,4.63,305.32,78.09
20053,209,2025-12-07,71721.0,1482,50,1287278.03,10736312.02,2.07,868.61,8.34
20054,209,2025-12-08,64446.0,987,175,221435.29,20874995.01,1.53,224.35,94.27
20055,209,2025-12-09,81603.0,2894,491,518263.29,109774023.81,3.55,179.08,211.81
20056,209,2025-12-10,84602.0,3338,544,496319.69,239945003.74,3.95,148.69,483.45
20057,209,2025-12-11,48270.0,797,129,814879.95,45839433.36,1.65,1022.43,56.25
20058,209,2025-12-12,87729.0,3552,97,1264319.16,18289688.99,4.05,355.95,14.47
20059,210,2024-10-25,29052.0,347,31,1016086.81,4972170.3,1.19,2928.2,4.89
20060,210,2024-10-26,73911.0,2166,189,1284039.43,88840665.14,2.93,592.82,69.19
20061,210,2024-10-27,75131.0,703,138,216474.07,15067700.36,0.94,307.93,69.61
20062,210,2024-10-28,73895.0,2394,315,260356.31,120479212.52,3.24,108.75,462.75
20063,210,2024-10-29,84372.0,1154,87,278698.09,20931122.16,1.37,241.51,75.1
20064,210,2024-10-30,11535.0,566,10,1940684.59,2471796.79,4.91,3428.77,1.27
20065,210,2024-10-31,21418.0,334,30,1864968.85,7354846.4,1.56,5583.74,3.94
20066,210,2024-11-01,70812.0,379,66,890298.29,24282798.62,0.54,2349.07,27.27
20067,210,2024-11-02,55715.0,741,57,652701.38,20674473.03,1.33,880.84,31.68
20068,210,2024-11-03,12014.0,542,43,388891.49,19966122.93,4.51,717.51,51.34
20069,210,2024-11-04,82824.0,721,114,905481.32,16093625.33,0.87,1255.87,17.77
20070,210,2024-11-05,47807.0,1301,160,1134565.15,43069175.59,2.72,872.07,37.96
20071,210,2024-11-06,90588.0,3344,451,1231110.29,166012443.11,3.69,368.15,134.85
20072,210,2024-11-07,49579.0,915,44,523509.86,6074530.59,1.85,572.14,11.6
20073,210,2024-11-08,38234.0,508,82,447479.17,20641061.99,1.33,880.86,46.13
20074,210,2024-11-09,24076.0,829,132,1524743.12,54387798.92,3.44,1839.26,35.67
20075,210,2024-11-10,90328.0,2309,245,890346.06,50936390.72,2.56,385.6,57.21
20076,210,2024-11-11,41607.0,819,37,797445.5,14732930.32,1.97,973.68,18.48
20077,210,2024-11-12,69022.0,1323,88,682146.63,28131264.93,1.92,515.61,41.24
20078,210,2024-11-13,8825.0,167,22,954254.13,7741334.24,1.89,5714.1,8.11
20079,210,2024-11-14,14447.0,661,12,143253.66,3200585.83,4.58,216.72,22.34
20080,210,2024-11-15,73160.0,2039,147,1307294.13,56217389.55,2.79,641.14,43.0
20081,210,2024-11-16,54081.0,2328,62,1320063.43,9131237.06,4.3,567.04,6.92
20082,210,2024-11-17,29979.0,226,36,1191548.92,9112958.3,0.75,5272.34,7.65
20083,210,2024-11-18,70064.0,651,119,632885.68,42611644.38,0.93,972.17,67.33
20084,210,2024-11-19,37321.0,722,63,444726.06,20477775.34,1.93,615.96,46.05
20085,210,2024-11-20,58136.0,1583,262,1247563.75,52144750.64,2.72,788.1,41.8
20086,210,2024-11-21,28698.0,1351,261,399803.23,118228860.04,4.71,295.93,295.72
20087,210,2024-11-22,59735.0,2643,321,1076841.28,54416783.86,4.42,407.43,50.53
